,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
4063,real man run hospital would would krog,1,0,negative,1233,6
4064,yeah genius would swallow sonic blaster gun,1,4,neutral,1234,0
4065,oh yeah gon na go drive porsche,0,4,neutral,1234,1
4066,oh yeah gon na go drive porsche,0,4,neutral,1235,0
4067,joey know actually one,1,4,neutral,1235,1
4068,come character would talk,0,5,negative,1235,2
4069,ahh think moved really poking,0,0,negative,1236,0
4070,right going emergency room,1,4,neutral,1236,1
4071,right going emergency room,0,4,neutral,1237,0
4072,baby asleep sure okay,0,4,neutral,1237,2
4073,leave team playing zone gon na triple team,1,0,negative,1237,3
4074,got something plastic lodged throat got go hospital,0,2,negative,1237,4
4075,doctor able help gon na know naturally pas system like seven year,1,4,neutral,1237,5
4076,real man run hospital would would krog,0,0,negative,1238,0
4077,way could get,1,4,neutral,1238,1
4078,way could get,1,4,neutral,1239,0
4079,judge let u get annulment got ta get divorce porsch throw,1,0,negative,1239,2
4080,judge let u get annulment got ta get divorce porsch throw,1,0,negative,1241,1
4081,reading hate kind stuff,1,6,positive,1242,3
4082,yeah know figured shot know,0,4,neutral,1242,4
4083,maybe one story would make cry think know dead inside,0,4,neutral,1242,5
4084,oh sweet look chandler care cry love,1,3,positive,1242,6
4085,oh make feel warm hollow tin chest,0,4,neutral,1242,7
4086,mean come seriously think get married altar like,0,4,neutral,1242,9
4087,care know feeling,1,4,neutral,1242,10
4088,think use son excuse,1,3,positive,1243,1
4089,kind father think,1,0,negative,1243,2
4090,got ta go make fake ben,1,4,neutral,1243,4
4091,basket totally empty god neighbor ate candy,1,6,positive,1244,0
4092,well either uh,0,4,neutral,1244,1
4093,eat neighbor candy,1,0,negative,1245,2
4094,uh well yeah plan time got couple piece left,0,0,negative,1245,3
4095,love candy oh man got ta go make,1,3,positive,1245,4
4096,hey mon might wan na make lasagna something might happened huge chunk,0,4,neutral,1245,5
4097,ross neighbor ate candy,1,3,positive,1245,6
4098,uh well yeah plan time got couple piece left,0,0,negative,1246,0
4099,yeah coming day love,1,3,positive,1246,1
4100,yeah coming day love,1,3,positive,1247,0
4101,love candy oh man got ta go make,0,3,positive,1247,1
4102,ross neighbor ate candy,0,3,positive,1248,0
4103,mine stole newspaper like,1,0,negative,1248,1
4104,yeah ever since uh told story bike stop thinking,1,4,neutral,1248,2
4105,mine stole newspaper like,1,0,negative,1249,0
4106,yeah ever since uh told story bike stop thinking,1,4,neutral,1249,2
4107,oh god ross,0,6,positive,1249,4
4108,oh george baby drop towel,0,3,positive,1253,1
4109,oh george baby drop towel,1,3,positive,1254,0
4110,yeah drop drop towel please drop wowww,0,3,positive,1254,1
4111,got ta tell bob terrific,1,3,positive,1255,0
4112,great meet guy smart funny emotional age beyond like eight,1,3,positive,1255,2
4113,know else unbelievable bed,0,3,positive,1255,3
4114,wow brother never even told lost virginity,1,6,positive,1255,4
4115,miracle little bit oil lasted one day burned,1,4,neutral,1256,0
4116,eight whole day,0,4,neutral,1256,1
4117,right celebrate hanukkah today end,1,3,positive,1256,2
4118,wow look like easter bunny funeral,0,6,positive,1258,2
4119,come come lighting candle,1,3,positive,1258,3
4120,wow look like easter bunny funeral,1,6,positive,1259,2
4121,yeah sure good luck,1,3,positive,1260,0
4122,quitting okay right,0,3,positive,1260,1
4123,quitting okay right,0,3,positive,1261,0
4124,wow exciting went japan made woman,1,6,positive,1261,1
4125,cause still monica,1,4,neutral,1261,2
4126,told somebody else would agree work cause figure oh spent lot time together maybe something might happen,1,4,neutral,1261,3
4127,wow exciting went japan made woman,1,6,positive,1262,0
4128,saying woman mean fictitious,1,6,positive,1262,2
4129,cause still monica,1,4,neutral,1262,4
4130,told somebody else would agree work cause figure oh spent lot time together maybe something might happen,1,4,neutral,1262,5
4131,yeah fairly intuitive psychic substantial gift,1,4,neutral,1262,7
4132,listen promise tell though,0,2,negative,1262,8
4133,absolutely oh promise tell,1,4,neutral,1262,9
4134,serious mean intuitive memory suck,1,4,neutral,1262,11
4135,excuse pardon excuse excuse sorry hi,1,4,neutral,1263,0
4136,god sake let go rachel,0,0,negative,1263,1
4137,god sake let go rachel,0,0,negative,1264,0
4138,oh hey hey got,1,4,neutral,1264,1
4139,oh hey hey got,1,4,neutral,1265,0
4140,oh thanks sweetie,0,3,positive,1265,1
4141,problem wait meet friend,1,3,positive,1265,2
4142,think judge ridicule,0,2,negative,1265,4
4143,oh god little stevie fisher,0,6,positive,1266,1
4144,good good lawyer,1,4,neutral,1266,2
4145,ca lawyer eight,0,6,positive,1266,3
4146,listen nice see got ta run backstage,1,3,positive,1266,4
4147,uh wait backstage,0,6,positive,1266,5
4148,oh yeah firm represents band,1,4,neutral,1266,6
4149,look guy wan na meet group,1,4,neutral,1266,7
4150,one one fooled around dad,1,6,negative,1266,9
4151,oh yeah firm represents band,1,4,neutral,1267,0
4152,look guy wan na meet group,1,4,neutral,1267,2
4153,one one fooled around dad,1,6,negative,1267,4
4154,look guy wan na meet group,1,4,neutral,1269,1
4155,one one fooled around dad,1,6,negative,1269,3
4156,hey guy cancer emphysema heart disease,0,0,negative,1271,1
4157,bottom line smoking cool know,0,4,neutral,1271,2
4158,oh told huh,0,6,negative,1271,6
4159,well yeah one,0,4,neutral,1271,7
4160,well well true gee ever put like,0,4,neutral,1271,9
4161,well okay thanks,0,3,positive,1271,10
4162,hey guy cancer emphysema heart disease,0,0,negative,1272,0
4163,bottom line smoking cool know,0,4,neutral,1272,1
4164,chandler alan want speak,1,4,neutral,1272,2
4165,oh told huh,0,6,negative,1272,6
4166,well yeah one,0,4,neutral,1272,7
4167,well well true gee ever put like,0,4,neutral,1272,9
4168,well okay thanks,0,3,positive,1272,10
4169,oh look look look,0,6,positive,1274,0
4170,last candle burn,0,4,neutral,1274,1
4171,negative negative negative,0,4,neutral,1274,2
4172,kinda spooky without light,1,2,negative,1274,5
4173,ok guy guy definitive one,1,3,positive,1274,6
4174,oh oh oh,1,4,neutral,1274,7
4175,kinda spooky without light,1,2,negative,1275,0
4176,ok guy guy definitive one,1,3,positive,1275,2
4177,oh oh oh,1,4,neutral,1275,3
4178,hey ross probably best time bring throw party monica,0,4,neutral,1275,4
4179,oh ca tell great look crowd see face,1,3,positive,1276,1
4180,mean uh know mouthing word along,1,4,neutral,1276,2
4181,ok made feel like rock star,1,3,positive,1276,4
4182,better found naked hotel room,1,3,positive,1276,6
4183,look took far,1,3,positive,1276,7
4184,okay monica right foot red,1,4,neutral,1277,0
4185,okay pheebs right hand blue good,1,4,neutral,1279,1
4186,hello oh uh rachel,0,4,neutral,1279,2
4187,hello oh uh rachel,0,4,neutral,1280,0
4188,oh okay take place,1,4,neutral,1280,1
4189,alright yes rachel,0,4,neutral,1280,2
4190,oh yeah know using much,1,4,neutral,1280,5
4191,oh well thanks okay really,1,3,positive,1280,6
4192,got magic bean mind,1,4,neutral,1280,7
4193,oh yeah know using much,0,4,neutral,1281,2
4194,oh well thanks okay really,0,3,positive,1281,3
4195,got magic bean mind,0,4,neutral,1281,5
4196,please tell got message,0,2,negative,1282,1
4197,actor playing mac needed see clock,0,4,neutral,1282,3
4198,wrote wrote board,0,2,negative,1282,5
4199,wrote board went new york city looking ya,0,0,negative,1282,6
4200,went place made sandwich,0,4,neutral,1282,9
4201,day gon na die see darnit got shuffleboard day,1,4,neutral,1283,0
4202,oh american always butcher french language,0,4,neutral,1283,2
4203,well mean friend grandmother recipe,0,4,neutral,1284,1
4204,well know may relative france would know grandmother said got recipe grandmother nesele tolouse,1,4,neutral,1284,2
4205,nestl toll house,0,4,neutral,1284,5
4206,oh american always butcher french language,1,4,neutral,1284,6
4207,believe spent last two day trying figure recipe cupboard whole time,0,0,negative,1284,8
4208,know see stuff like burning hell,1,0,negative,1284,9
4209,decided plaid yes pink,0,4,neutral,1285,0
4210,actually thinking quitting lately,1,4,neutral,1285,2
4211,oh sure every sunday night telling quitting every monday morning like,0,1,negative,1285,3
4212,oh never could,1,3,positive,1285,6
4213,yeah really really trying cut back good luck rach,1,4,neutral,1286,2
4214,actually thinking quitting lately,0,4,neutral,1286,3
4215,well let quit quit let quit,1,3,positive,1286,5
4216,oh never could,0,3,positive,1286,6
4217,could like patch sister,1,3,positive,1286,12
4218,yeah really really trying cut back good luck rach,1,4,neutral,1287,2
4219,well let quit quit let quit,1,3,positive,1287,3
4220,could like patch sister,1,3,positive,1287,10
4221,oh really quit okay let quit,0,3,positive,1287,11
4222,yes great give cigs give give,1,3,positive,1287,12
4223,late husband gave lighter kidding,0,5,negative,1287,13
4224,well maybe contest like collect five,0,4,neutral,1288,0
4225,um anyone wan na see,1,4,neutral,1288,1
4226,like joey constant annoying,0,0,negative,1288,4
4227,ross every single word,0,0,negative,1288,5
4228,monica snort laugh,0,0,negative,1288,6
4229,mean hell thing,0,1,negative,1288,7
4230,accept flaw ca accept,0,0,negative,1288,8
4231,um anyone wan na see,1,4,neutral,1289,0
4232,oh hey cut,0,0,negative,1289,2
4233,oh hey cut,0,0,negative,1290,1
4234,like joey constant annoying,0,0,negative,1291,4
4235,ross every single word,0,0,negative,1291,5
4236,monica snort laugh,0,0,negative,1291,6
4237,mean hell thing,0,1,negative,1291,7
4238,accept flaw ca accept,0,0,negative,1291,8
4239,like joey constant annoying,0,0,negative,1292,4
4240,ross every single word,0,0,negative,1292,5
4241,monica snort laugh,0,0,negative,1292,6
4242,mean hell thing,0,1,negative,1292,7
4243,accept flaw ca accept,0,0,negative,1292,8
4244,like joey constant annoying,0,0,negative,1293,2
4245,ross every single word,0,0,negative,1293,3
4246,monica snort laugh,0,0,negative,1293,4
4247,mean hell thing,0,1,negative,1293,5
4248,accept flaw ca accept,0,0,negative,1293,6
4249,well could live without,1,4,neutral,1294,1
4250,well like little annoying like phoebe chew hair,0,4,neutral,1294,2
4251,well like little annoying like phoebe chew hair,0,4,neutral,1295,0
4252,oh listen pheebs think endearing,1,4,neutral,1295,1
4253,know nothing wrong speaking correctly,1,4,neutral,1295,3
4254,know nothing wrong speaking correctly,1,4,neutral,1296,0
4255,indeed really get back work,0,3,positive,1296,1
4256,indeed really get back work,1,3,positive,1297,0
4257,yeah otherwise someone might get actually ordered,0,4,neutral,1297,1
4258,hair come glove come,1,0,negative,1297,2
4259,awww mel torme died,0,5,negative,1298,0
4260,joey paper like year old,1,4,neutral,1298,1
4261,sure absolutely sure,1,4,neutral,1300,0
4262,well um bet probably,0,4,neutral,1300,1
4263,yeah like word,1,1,negative,1300,3
4264,kind probably really mean,1,4,neutral,1300,4
4265,yeah oh mom probably wo kill know,1,0,negative,1300,6
4266,sorry hanging hope rachel living together probably,1,0,negative,1300,7
4267,got ta take care,1,4,neutral,1300,8
4268,yeah like word,1,1,negative,1301,1
4269,kind probably really mean,1,4,neutral,1301,2
4270,yeah oh mom probably wo kill know,1,0,negative,1301,4
4271,sorry hanging hope rachel living together probably,1,0,negative,1301,5
4272,got ta take care,1,4,neutral,1301,6
4273,bing seem weird,0,4,neutral,1301,8
4274,aaron would like say hello future bride,0,3,positive,1302,0
4275,ohhh wow kinda take breath away,1,3,positive,1302,1
4276,say really admire raising alone,0,4,neutral,1303,2
4277,oh alone ross,1,4,neutral,1303,3
4278,oh sure happens meet somebody else get married,0,4,neutral,1303,4
4279,well get divorce ross,1,4,neutral,1303,5
4280,telling rachel listen janice say gon na start real family,0,4,neutral,1303,6
4281,well never gon na happen ross,1,5,negative,1303,7
4282,oh well thought first husband lucky kid get spend weekend father twin little new boob,0,1,negative,1303,8
4283,fair ross got first,0,0,negative,1304,4
4284,right left wheeled delivery,0,4,neutral,1304,5
4285,oh gave juicy shot little jamie crowning away,0,4,neutral,1304,6
4286,wow sorry uh new people,1,6,positive,1304,7
4287,look guy window wow,1,6,positive,1305,2
4288,awfully short think talking completely honest good bed,0,4,neutral,1305,3
4289,oh wrong lately,1,5,negative,1305,4
4290,mean like every guy see mean look,1,4,neutral,1305,5
4291,look guy example mean normally someone attracted right way feeling want rip sweatpants fanny pack,1,4,neutral,1305,6
4292,wait second fourth month pregnancy right,0,4,neutral,1305,7
4293,completely normal around fourth month hormone start going crazy,0,4,neutral,1305,9
4294,oh absolutely yeah,0,4,neutral,1305,11
4295,oh keep mind carrying triplet know medical term thrice randy,0,4,neutral,1305,12
4296,wow explains much last weekend went store store sitting santa lap,1,3,positive,1305,13
4297,yeah yeah remember trying steal cardboard cutout evander holyfield,0,4,neutral,1305,14
4298,called company sent care,0,0,negative,1306,2
4299,called laughed emergency,0,0,negative,1306,3
4300,wanted thank last night great party,1,3,positive,1306,6
4301,guy work blast,1,3,positive,1306,7
4302,know one never bachelor party,1,3,positive,1306,8
4303,another one never party,1,6,positive,1306,10
4304,uh hey uh wedding ring huh man nice,0,3,positive,1306,11
4305,uh thinking might want pick one baby might want get one,0,4,neutral,1306,13
4306,ring grandmother first came country ring clothes back,1,6,negative,1306,14
4307,wanted thank last night great party,1,3,positive,1307,2
4308,guy work blast,1,3,positive,1307,3
4309,know one never bachelor party,1,3,positive,1307,4
4310,another one never party,1,6,positive,1307,6
4311,ring grandmother first came country ring clothes back,1,6,negative,1307,7
4312,might say ring irreplaceable,0,6,positive,1307,8
4313,oh absolutely family generation every bride worn long happy life,1,3,positive,1307,9
4314,might say magic ring,0,3,positive,1307,10
4315,called company sent care,1,0,negative,1308,2
4316,called laughed emergency,1,0,negative,1308,3
4317,well obviously one u keep dating,1,4,neutral,1309,0
4318,well let look objectively think date,1,4,neutral,1309,2
4319,interesting check date,1,3,positive,1309,4
4320,like go another direction,0,4,neutral,1309,5
4321,okay okay go,1,4,neutral,1309,6
4322,yeah well order food,0,4,neutral,1309,7
4323,joey look let decide okay,1,4,neutral,1309,8
4324,maybe take new french restaurant street,1,4,neutral,1309,10
4325,ah yeah wait second,0,0,negative,1309,11
4326,look gon na set spending limit date,0,4,neutral,1309,12
4327,money take fancy place like,0,0,negative,1309,13
4328,well sorry date,1,4,neutral,1309,14
4329,right well guess date,0,4,neutral,1309,15
4330,let decide spending limit,1,4,neutral,1309,16
4331,yeah uh dollar,0,4,neutral,1309,17
4332,thinking like hundred,1,4,neutral,1309,18
4333,okay borrow dollar,0,4,neutral,1309,19
4334,oh thanks got,0,4,neutral,1310,3
4335,whew stood fast got little head rush,0,6,positive,1310,5
4336,uh tough combination,0,4,neutral,1310,7
4337,wan na come lemonade,1,4,neutral,1310,8
4338,like believe wow great place,0,6,positive,1310,9
4339,thank soo much,1,3,positive,1312,1
4340,oh thank thank jerk never showed okay got ta get get work,0,0,negative,1312,2
4341,hey somebody left key,1,4,neutral,1313,1
4342,yeah drive make four buck hour saved year,0,1,negative,1313,4
4343,hey anybody lose key,1,4,neutral,1313,5
4344,well realize got home,1,4,neutral,1313,6
4345,gon na walk way back one shoe,1,4,neutral,1313,7
4346,gon na go find guy car leave note windshield,1,4,neutral,1313,8
4347,hey somebody left key,0,4,neutral,1314,1
4348,hey anybody lose key,0,4,neutral,1314,4
4349,joey put lost found,1,4,neutral,1314,5
4350,lost found shoe,0,6,negative,1314,6
4351,well realize got home,0,4,neutral,1314,7
4352,gon na walk way back one shoe,0,4,neutral,1314,8
4353,gon na go find guy car leave note windshield,0,4,neutral,1314,9
4354,hey somebody left key,1,4,neutral,1315,1
4355,lost found shoe,1,6,negative,1315,4
4356,well realize got home,1,4,neutral,1315,6
4357,gon na walk way back one shoe,1,4,neutral,1315,7
4358,gon na go find guy car leave note windshield,1,4,neutral,1315,8
4359,oh good come back key sure give shoe,0,4,neutral,1315,9
4360,ok funny clown funny clown nap nap wo sleep,0,4,neutral,1316,0
4361,like father son,1,3,positive,1316,4
4362,like father son,0,3,positive,1317,3
4363,honey relax ross great look surprised lovely person,1,3,positive,1317,4
4364,mommy love clever,0,3,positive,1317,6
4365,honey relax ross great look surprised lovely person,1,3,positive,1318,0
4366,like father son,1,3,positive,1319,3
4367,mommy love clever,1,3,positive,1319,4
4368,oh hi ju hi jew,0,4,neutral,1319,6
4369,um sure great,0,4,neutral,1319,9
4370,oh hi ju hi jew,0,4,neutral,1320,1
4371,um sure great,0,4,neutral,1320,4
4372,say hi jew,1,6,negative,1320,7
4373,yes uh yes friend eddie moskowitz yeah like reaffirms faith,0,4,neutral,1320,8
4374,go want best guest strain eye,0,3,positive,1321,0
4375,smell joey hardly smell,1,6,negative,1321,3
4376,well let know know bake pie cover,0,4,neutral,1321,4
4377,smell little bake pie,1,3,positive,1321,5
4378,hello oh yes one minute please fire inspector,0,4,neutral,1321,8
4379,oh hello yeah phoebe really,1,6,negative,1321,9
4380,oh hello yeah phoebe really,1,6,negative,1322,0
4381,yeah turn hair straightener started fire,0,4,neutral,1322,1
4382,good leaving candle unattended,0,4,neutral,1322,3
4383,fact one first thing teach fire school okay,0,4,neutral,1322,4
4384,crazy ross baby,0,6,negative,1323,0
4385,well said yes,1,2,negative,1323,1
4386,want alone sweet guy love much,1,5,negative,1323,11
4387,yeah mean whatever,1,4,neutral,1323,15
4388,honey question really want marry joey,0,5,negative,1323,16
4389,could dear go tell,1,5,negative,1323,17
4390,two married huh happened drift apart,1,4,neutral,1324,0
4391,oh god monica,1,6,positive,1324,2
4392,oh god monica,1,6,positive,1325,0
4393,wan na wear everyday,0,3,positive,1325,1
4394,wan na wear everyday,0,3,positive,1326,0
4395,hey chandler show yet,0,2,negative,1327,1
4396,yeah got back everything fine,1,4,neutral,1327,2
4397,listen want teaching son stuff anymore okay,1,0,negative,1328,0
4398,fine know taught stuff called fun aunt rachel,0,0,negative,1328,2
4399,loved fun aunt rachel go back boring uncomfortable aunt rachel want,0,0,negative,1328,3
4400,want uh glad guy bonding,1,4,neutral,1328,4
4401,look brother sister somebody gon na teach stuff,0,5,negative,1328,5
4402,taught anything normal know anyway,0,4,neutral,1328,6
4403,fine know taught stuff called fun aunt rachel,1,0,negative,1329,1
4404,loved fun aunt rachel go back boring uncomfortable aunt rachel want,1,0,negative,1329,2
4405,look brother sister somebody gon na teach stuff,1,5,negative,1329,3
4406,taught anything normal know anyway,1,4,neutral,1329,4
4407,got ta go,1,4,neutral,1329,6
4408,look look going first class lounge know,1,6,negative,1330,0
4409,act like belong,0,4,neutral,1330,3
4410,oh god orange,1,6,positive,1330,4
4411,shh nice see,0,4,neutral,1330,5
4412,shh nice see,1,4,neutral,1331,0
4413,uh sir may see ticket please,0,4,neutral,1331,1
4414,sorry would move thumb see seat number,0,4,neutral,1331,3
4415,oh right memorized,1,4,neutral,1331,4
4416,realized stupid get upset husband kid,1,3,positive,1332,2
4417,really needed plan,1,4,neutral,1332,3
4418,see wan na three kid,1,4,neutral,1332,4
4419,oh let guess wan na time wan na brother,0,3,positive,1332,5
4420,probably first three kid time give five year,1,4,neutral,1332,6
4421,spent hundred dollar limit screwed,0,3,positive,1333,0
4422,uh actually sent flower actual date technically,1,0,negative,1333,1
4423,way gon na huh yeah break rule know,0,0,negative,1333,2
4424,oh yeah gon na,1,0,negative,1333,3
4425,know ross gon na let get away,0,0,negative,1333,6
4426,think much choice,1,4,neutral,1333,7
4427,yeah hey light layer,0,4,neutral,1333,10
4428,hi god seems like yesterday guy used come watch work,0,3,positive,1334,3
4429,dad believe selling house,1,5,negative,1334,4
4430,well time new family start memory hopefully check clear find crack foundation asbestos ceiling,0,4,neutral,1334,5
4431,let grab stuff get hell,1,4,neutral,1334,6
4432,sorry store childhood thing anymore,0,5,negative,1334,7
4433,sorry store childhood thing anymore,1,5,negative,1335,0
4434,oh okay wait see everything memory,0,3,positive,1335,1
4435,well know box know six seven,1,4,neutral,1335,2
4436,yeah much used love play uncooked batter eater,1,4,neutral,1336,1
4437,hey unreasonable expect child wait,0,4,neutral,1336,2
4438,ok got vent open,1,4,neutral,1337,0
4439,hi ben hospital worker ben ben rescue,0,3,positive,1337,1
4440,right gim foot,1,4,neutral,1337,3
4441,ok three ben,1,4,neutral,1337,4
4442,one two three,1,4,neutral,1337,5
4443,well susan see appears dark vent wait yes fact dark vent,0,4,neutral,1337,7
4444,phoebs open open,1,6,positive,1337,8
4445,right gim foot,0,4,neutral,1338,1
4446,ok three ben,0,4,neutral,1338,2
4447,one two three,0,4,neutral,1338,3
4448,well susan see appears dark vent wait yes fact dark vent,0,4,neutral,1339,1
4449,right gim foot,1,4,neutral,1340,1
4450,ok three ben,1,4,neutral,1340,2
4451,one two three,1,4,neutral,1340,3
4452,phoebs open open,1,6,positive,1340,5
4453,wait forgot leg,0,6,negative,1340,6
4454,impressive resume green especially like see implementing new filing system,0,3,positive,1341,0
4455,yes good uh big part job cultivating personal relationship especially designer,0,4,neutral,1341,2
4456,mean little colored label put folder,0,4,neutral,1342,3
4457,certainly brighten inside filing cabinet,0,3,positive,1342,4
4458,yes joanna really incredible mentor,1,3,positive,1342,6
4459,oh rachel really incredible getting morning bagel amazing get right almost,0,3,positive,1342,7
4460,oh yes well coffee rachel carry two thing,0,3,positive,1342,9
4461,rachel problem problem might getting little friendly know mean,0,4,neutral,1342,11
4462,love working designer,1,3,positive,1342,12
4463,difference eh rach,0,4,neutral,1342,13
4464,notice trusted lot rather important responsibility,0,4,neutral,1343,1
4465,yes joanna really incredible mentor,1,3,positive,1343,2
4466,mean little colored label put folder,0,4,neutral,1344,2
4467,certainly brighten inside filing cabinet,0,3,positive,1344,3
4468,oh yes well coffee rachel carry two thing,0,3,positive,1344,4
4469,yes good uh big part job cultivating personal relationship especially designer,1,4,neutral,1344,5
4470,chandler assistant right,1,4,neutral,1345,0
4471,call told sick right always tell sick,0,2,negative,1345,1
4472,chandler listen sweetie know okay beautiful smile,1,4,neutral,1346,0
4473,yeah right maybe smile let try something else let try umm try looking sexy,1,4,neutral,1346,2
4474,relax ross made ice cream,0,4,neutral,1349,1
4475,hey look phoebe uh laid state geographically,1,4,neutral,1349,2
4476,happened atlantic city,0,6,positive,1350,0
4477,well chandler bar,1,4,neutral,1350,1
4478,girl making eye chandler okay,1,4,neutral,1350,2
4479,awhile go uh minute two see kissing,1,4,neutral,1350,3
4480,know thinking chandler type guy go bar make girl right chandler type guy go bar make,1,3,positive,1350,4
4481,kissed guy oh god,0,6,positive,1350,5
4482,well chandler bar,1,4,neutral,1351,0
4483,girl making eye chandler okay,1,4,neutral,1351,2
4484,awhile go uh minute two see kissing,1,4,neutral,1351,3
4485,know thinking chandler type guy go bar make girl right chandler type guy go bar make,1,3,positive,1351,4
4486,defense dark pretty guy,0,0,negative,1351,5
4487,oh mon laughed hard,1,3,positive,1351,6
4488,hard throw underwear,0,0,negative,1351,7
4489,whatever dude kissed guy,1,4,neutral,1351,8
4490,kissed guy oh god,1,6,positive,1352,0
4491,defense dark pretty guy,0,0,negative,1352,1
4492,umm gon na stay long need,1,4,neutral,1353,0
4493,oh mom swear idiot,1,4,neutral,1353,2
4494,read kind book pregnancy giving birth think read part baby come,1,4,neutral,1353,3
4495,baby coming know,1,5,negative,1353,5
4496,oh throw diaper genie,1,5,negative,1353,6
4497,sweetie gon na fine,0,4,neutral,1353,7
4498,worry everything gon na okay,0,4,neutral,1353,11
4499,worry everything gon na okay,1,4,neutral,1354,0
4500,hey red sweaty,0,6,positive,1356,1
4501,bamboozled chandler uh sexual thing quick shower,1,4,neutral,1356,2
4502,okay reason asked guy brunch today thinking maid honor,0,4,neutral,1357,0
4503,oh god really hope,1,3,positive,1357,1
4504,first um love much important,0,3,positive,1357,3
4505,well umm thinking maybe could come system trade maid honor,0,4,neutral,1357,5
4506,like hypothetically phoebe mine,0,4,neutral,1357,6
4507,phoebe maid honor,0,4,neutral,1357,7
4508,rachel would phoebe would rachel way get one would get upset,0,4,neutral,1357,8
4509,yeah actually pretty good idea,1,4,neutral,1357,9
4510,oh god really hope,1,3,positive,1358,0
4511,yeah actually pretty good idea,1,4,neutral,1358,6
4512,aww good luck nice lady,0,3,positive,1358,9
4513,well umm thinking maybe could come system trade maid honor,0,4,neutral,1359,0
4514,like hypothetically phoebe mine,0,4,neutral,1359,1
4515,phoebe maid honor,0,4,neutral,1359,4
4516,rachel would phoebe would rachel way get one would get upset,0,4,neutral,1359,5
4517,well best part umm,0,4,neutral,1359,7
4518,every five minute joey throw stick air hear oh eye,0,0,negative,1360,1
4519,oh god eye,0,0,negative,1360,2
4520,yes thank see normal people supposed react drum,1,4,neutral,1360,4
4521,phoebe got joey drum annoy rachel would wan na live anymore,0,6,negative,1360,5
4522,joey could get thought room,1,6,positive,1361,0
4523,ohh lily joey favorite thank,1,3,positive,1361,2
4524,well half brownie,0,4,neutral,1361,4
4525,long walk flower shop startin feel faint,0,4,neutral,1361,6
4526,actually feel like going real date,1,3,positive,1361,9
4527,although hint morning sickness wearing underwear go,1,4,neutral,1361,10
4528,hey come real date,0,4,neutral,1361,11
4529,uh place got,0,4,neutral,1361,12
4530,yeah actually roommate,1,4,neutral,1361,16
4531,would like meet sound like stand guy,0,4,neutral,1361,17
4532,ah yes protective better watch,1,4,neutral,1361,18
4533,hey roommate good looking,0,3,positive,1361,19
4534,oh yeah must tough keep hand huh,0,4,neutral,1361,21
4535,yeah pretty sure gay,1,4,neutral,1361,22
4536,trying ruin game come,0,0,negative,1361,23
4537,believe jerk ross,1,0,negative,1362,0
4538,yeah know get really competitive,0,4,neutral,1362,1
4539,please bad ross,0,1,negative,1362,2
4540,oh beg differ,1,4,neutral,1362,3
4541,oooooh oh got interview got interview,1,3,positive,1362,5
4542,yeah know get really competitive,0,4,neutral,1363,0
4543,ha ha ha,1,3,positive,1363,1
4544,oh hello kettle monica black,1,4,neutral,1363,3
4545,please bad ross,0,1,negative,1363,4
4546,well playing raquetball,1,6,positive,1364,0
4547,forgot leave grip size,0,6,positive,1364,1
4548,gon na tell,0,4,neutral,1364,4
4549,well sound like two issue,0,4,neutral,1365,1
4550,well sound like two issue,1,4,neutral,1366,0
4551,uhhhh even wearing jockstrap,0,6,positive,1368,2
4552,god feel violated,1,1,negative,1369,0
4553,anybody else feel wanted peel skin body something else,0,1,negative,1369,1
4554,anybody else feel wanted peel skin body something else,1,1,negative,1370,0
4555,beautiful woman eight nine ten,0,3,positive,1370,3
4556,amazing make woman dream look like short fat bald men,0,3,positive,1370,4
4557,well go anyone,1,3,positive,1370,5
4558,oh yeah would opening line blarrglarrghh,0,2,negative,1370,6
4559,feel like two,1,5,negative,1371,1
4560,beautiful woman eight nine ten,0,3,positive,1371,3
4561,amazing make woman dream look like short fat bald men,0,3,positive,1371,5
4562,oh please could,0,4,neutral,1371,6
4563,could never get woman like million year,1,4,neutral,1371,7
4564,beautiful woman eight nine ten,0,3,positive,1372,1
4565,oh yeah would opening line blarrglarrghh,0,2,negative,1372,2
4566,oh please could,0,4,neutral,1372,4
4567,could never get woman like million year,1,4,neutral,1373,0
4568,oh oh always see really beautiful woman really nothing guy could one guy,0,4,neutral,1373,1
4569,oh oh always see really beautiful woman really nothing guy could one guy,1,4,neutral,1374,0
4570,ok enough view check look sit sit,0,4,neutral,1375,0
4571,great helen could come moment,0,3,positive,1375,2
4572,last time promise,0,4,neutral,1375,4
4573,cook anything want anything,0,2,negative,1376,2
4574,come monica valentine day please please,0,5,negative,1376,4
4575,date hot plate office,1,4,neutral,1377,2
4576,believe stop seeing,1,5,negative,1377,3
4577,worth appreciate standing felt really nice kinda made like even,0,3,positive,1377,4
4578,know know really like date rule forbidden,1,4,neutral,1377,5
4579,hearing describe forbidden really hot,0,3,positive,1377,8
4580,well care hot uh wrong,1,3,positive,1377,11
4581,wrong naughty taboo,1,3,positive,1377,13
4582,let also get hot plate,1,3,positive,1377,15
4583,yeah getting married,1,3,positive,1378,0
4584,oh like try,0,4,neutral,1378,1
4585,oooh getting close,0,3,positive,1378,4
4586,met show photo nude wedding,0,4,neutral,1378,7
4587,best man wow,1,6,positive,1378,8
4588,know almost called wedding oh band,0,3,positive,1378,9
