Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
We could totally n't play games,Chandler,3,positive,1383,2,658,2,1,20,"00:01:50,902","00:01:53,904"
Let know I like,Chandler,2,negative,1383,3,658,4,1,20,"0:01:55,074","0:01:55,992"
It 's next day,Chandler,3,positive,1383,5,658,6,1,20,"0:01:59,744","0:02:01,037"
How needy I want seem,Chandler,4,neutral,1383,6,658,7,1,20,"0:02:01,037","0:02:02,529"
I 'm right right,Chandler,4,neutral,1383,7,658,8,1,20,"00:02:02,622","00:02:04,039"
Oh yeah Yeah Let dangle,Joey and Ross,4,neutral,1383,8,658,9,1,20,"00:02:04,207","00:02:05,791"
Oh yeah Yeah Let dangle,Joey and Ross,4,neutral,1384,0,658,9,1,20,"00:02:04,207","00:02:05,791"
I ca n't believe parents actually pressuring find one people,Monica,6,negative,1384,1,658,10,1,20,"00:02:07,627","00:02:11,839"
I ca n't believe parents actually pressuring find one people,Monica,6,negative,1385,0,658,10,1,20,"00:02:07,627","00:02:11,839"
Oh God Call Stop testosteroney,Phoebe,0,negative,1385,1,658,11,1,20,"00:02:14,884","00:02:18,387"
I telling years schoolchildren study one greatest first dates time,Chandler,4,neutral,1386,0,658,0,1,20,"00:01:45,688","00:01:48,690"
We could totally n't play games,Chandler,3,positive,1386,2,658,2,1,20,"00:01:50,902","00:01:53,904"
Let know I like,Chandler,2,negative,1386,3,658,4,1,20,"0:01:55,074","0:01:55,992"
It 's next day,Chandler,3,positive,1386,5,658,6,1,20,"0:01:59,744","0:02:01,037"
How needy I want seem,Chandler,4,neutral,1386,6,658,7,1,20,"0:02:01,037","0:02:02,529"
I 'm right right,Chandler,4,neutral,1386,7,658,8,1,20,"00:02:02,622","00:02:04,039"
Oh God Call Stop testosteroney,Phoebe,0,negative,1386,8,658,11,1,20,"00:02:14,884","00:02:18,387"
Which way real San Francisco treat I got machine,Chandler,4,neutral,1386,9,658,12,1,20,"00:02:20,014","00:02:30,232"
No interestingly enough leaf blower picked,Chandler,4,neutral,1386,10,658,14,1,20,"00:02:30,400","00:02:32,776"
So uh n't say anything,Phoebe,4,neutral,1386,11,658,15,1,20,"00:02:36,322","00:02:38,740"
Oh no-no-no-no Last time I left spontaneous message I ended using phrase `` Yes indeedy-o,Chandler,1,negative,1386,12,658,16,1,20,"00:02:41,995","00:02:44,580"
I telling years schoolchildren study one greatest first dates time,Chandler,4,neutral,1387,0,658,0,1,20,"00:01:45,688","00:01:48,690"
We could totally n't play games,Chandler,3,positive,1387,2,658,2,1,20,"00:01:50,902","00:01:53,904"
Let know I like,Chandler,2,negative,1387,3,658,4,1,20,"0:01:55,074","0:01:55,992"
It 's next day,Chandler,3,positive,1387,5,658,6,1,20,"0:01:59,744","0:02:01,037"
How needy I want seem,Chandler,4,neutral,1387,6,658,7,1,20,"0:02:01,037","0:02:02,529"
I 'm right right,Chandler,4,neutral,1387,7,658,8,1,20,"00:02:02,622","00:02:04,039"
Which way real San Francisco treat I got machine,Chandler,4,neutral,1387,8,658,12,1,20,"00:02:20,014","00:02:30,232"
Her answer machine,Joey,4,neutral,1387,9,658,13,1,20,"00:02:28,189","00:02:30,232"
No interestingly enough leaf blower picked,Chandler,4,neutral,1387,10,658,14,1,20,"00:02:30,400","00:02:32,776"
Look look It 's Rachel Barry No n't everybody look,Monica,6,negative,1388,0,658,17,1,20,"00:02:46,875","00:02:50,460"
Okay okay 's going,Ross,4,neutral,1388,1,658,18,1,20,"0:02:50,628","0:02:52,130"
Okay okay 's going,Ross,4,neutral,1389,0,658,18,1,20,"0:02:50,628","0:02:52,130"
Okay 're talking,Phoebe,4,neutral,1389,1,658,19,1,20,"0:02:52,130","0:02:53,765"
Yeah well look upset Does look like told shove anything,Ross,4,neutral,1389,2,658,20,1,20,"00:02:53,882","00:02:58,260"
So um living,Ross,4,neutral,1390,0,659,0,1,14,"00:14:38,168","00:14:41,379"
Well um past years I 've working ..... funny n't even major,Kristin,4,neutral,1390,1,659,1,1,14,"00:14:41,589","00:14:47,176"
Hey think ... would weird I invited Carol join us,Ross,4,neutral,1390,3,659,5,1,14,"00:15:20,377","00:15:25,715"
Cause 's 's alone pregnant sad,Ross,5,negative,1390,4,659,6,1,14,"00:15:25,966","00:15:30,386"
Are sure Great Carol Wan na come join us,Ross,4,neutral,1390,6,659,8,1,14,"00:15:35,601","00:15:37,185"
These people 'll scooch,Ross,4,neutral,1390,8,659,11,1,14,"0:15:41,198","0:15:42,033"
You guys 'll scooch wo n't,Ross,4,neutral,1390,9,659,12,1,14,"00:15:42,358","00:15:45,401"
Let 's try scooching,Ross,3,positive,1390,10,659,13,1,14,"0:15:45,736","0:15:46,738"
Uh Kristen Riggs Carol Willick,Ross,4,neutral,1390,13,659,16,1,14,"00:15:53,118","00:15:56,204"
Uh Carol teaches sixth grade,Ross,4,neutral,1390,15,659,18,1,14,"00:15:59,083","00:16:01,417"
And Kristin Kristin ...... something funnily enough n't even major,Ross,3,positive,1390,16,659,19,1,14,"00:16:11,387","00:16:22,188"
Well um past years I 've working ..... funny n't even major,Kristin,4,neutral,1391,0,659,1,1,14,"00:14:41,589","00:14:47,176"
Oh I thought said could shoot spot without,Carol,4,neutral,1391,1,659,2,1,14,"00:14:44,508","00:14:48,428"
Oh I thought said could shoot spot without,Carol,4,neutral,1392,0,659,2,1,14,"00:14:44,508","00:14:48,428"
I thought could ... I 'll try get back soon I I 'm sorry,Susan,5,negative,1392,1,659,3,1,14,"00:14:52,182","00:15:02,942"
I thought could ... I 'll try get back soon I I 'm sorry,Susan,5,negative,1393,0,659,3,1,14,"00:14:52,182","00:15:02,942"
Hey think ... would weird I invited Carol join us,Ross,4,neutral,1393,2,659,5,1,14,"00:15:20,377","00:15:25,715"
Cause 's 's alone pregnant sad,Ross,5,negative,1393,3,659,6,1,14,"00:15:25,966","00:15:30,386"
These people 'll scooch,Ross,4,neutral,1393,5,659,11,1,14,"0:15:41,198","0:15:42,033"
You guys 'll scooch wo n't,Ross,4,neutral,1393,6,659,12,1,14,"00:15:42,358","00:15:45,401"
Let 's try scooching,Ross,3,positive,1393,7,659,13,1,14,"0:15:45,736","0:15:46,738"
Uh Kristen Riggs Carol Willick,Ross,4,neutral,1393,10,659,16,1,14,"00:15:53,118","00:15:56,204"
Uh Carol teaches sixth grade,Ross,4,neutral,1393,12,659,18,1,14,"00:15:59,083","00:16:01,417"
And Kristin Kristin ...... something funnily enough n't even major,Ross,3,positive,1393,13,659,19,1,14,"00:16:11,387","00:16:22,188"
Hey think ... would weird I invited Carol join us,Ross,4,neutral,1394,1,659,5,1,14,"00:15:20,377","00:15:25,715"
Cause 's 's alone pregnant sad,Ross,5,negative,1394,2,659,6,1,14,"00:15:25,966","00:15:30,386"
Are sure Great Carol Wan na come join us,Ross,4,neutral,1394,3,659,8,1,14,"00:15:35,601","00:15:37,185"
Oh I 'm fine I 'm fine,Carol,4,neutral,1394,4,659,9,1,14,"00:15:37,394","00:15:38,645"
These people 'll scooch,Ross,4,neutral,1394,6,659,11,1,14,"0:15:41,198","0:15:42,033"
You guys 'll scooch wo n't,Ross,4,neutral,1394,7,659,12,1,14,"00:15:42,358","00:15:45,401"
Let 's try scooching,Ross,3,positive,1394,8,659,13,1,14,"0:15:45,736","0:15:46,738"
Uh Kristen Riggs Carol Willick,Ross,4,neutral,1394,11,659,16,1,14,"00:15:53,118","00:15:56,204"
Uh Carol teaches sixth grade,Ross,4,neutral,1394,13,659,18,1,14,"00:15:59,083","00:16:01,417"
And Kristin Kristin ...... something funnily enough n't even major,Ross,3,positive,1394,14,659,19,1,14,"00:16:11,387","00:16:22,188"
When I six years old,Paul,4,neutral,1395,1,660,1,6,23,"0:05:01,301","0:05:02,433"
I wanted big wheel,Paul,4,neutral,1395,3,660,3,6,23,"00:05:03,261","00:05:05,220"
And instead parents got little plastic chicken hop around,Paul,0,negative,1395,4,660,4,6,23,"00:05:05,471","00:05:12,311"
It embarrassing kids made fun,Paul,5,negative,1395,5,660,5,6,23,"00:05:12,979","00:05:15,105"
That pretty tough year,Paul,5,negative,1395,6,660,6,6,23,"00:05:15,273","00:05:17,107"
That Åf s-that Åf great,Rachel,3,positive,1395,7,660,7,6,23,"0:05:18,484","0:05:19,569"
I already feel like I know little better,Rachel,3,positive,1395,9,660,9,6,23,"0:05:20,987","0:05:23,129"
Now go eat,Rachel,4,neutral,1395,12,660,12,6,23,"0:05:25,075","0:05:25,667"
Let Åf go,Rachel,4,neutral,1395,13,660,13,6,23,"0:05:25,667","0:05:27,423"
It horrible They called chicken boy,Paul,5,negative,1395,14,660,14,6,23,"00:05:30,163","00:05:36,752"
Will pick one pick one Here one,Joey,0,negative,1396,0,661,0,1,12,"00:11:59,301","00:12:02,929"
That 's patio furniture,Chandler,6,negative,1396,1,661,1,1,12,"00:12:03,681","00:12:05,682"
So like people gon na come think `` Uh-oh I 'm outside '' Of course,Joey,4,neutral,1396,2,661,2,1,12,"00:12:06,142","00:12:14,232"
I n't know birds n't say `` Hello sit eat something,Joey,4,neutral,1396,4,661,4,1,12,"00:12:15,651","00:12:20,196"
You pick one,Chandler,4,neutral,1396,5,661,5,1,12,"00:12:21,282","00:12:22,782"
All right ladybugs,Joey,4,neutral,1396,6,661,6,1,12,"00:12:22,950","00:12:24,325"
Oh forget birds big red insects suggest fine dining,Chandler,0,negative,1396,7,661,7,1,12,"00:12:24,493","00:12:28,705"
Fine want get birds get birds,Joey,0,negative,1396,8,661,8,1,12,"00:12:29,290","00:12:31,207"
Not like I wo n't Kip would liked birds,Chandler,5,negative,1396,9,661,9,1,12,"00:12:31,375","00:12:50,518"
Bijan ... Hey Annabelle Uh listen I wondering maybe work I could go maybe grab cup coffee,Joey,4,neutral,1397,2,662,2,2,2,"00:06:53,788","00:07:02,671"
Oh actually I sorta plans,Annabelle,4,neutral,1397,3,662,3,2,2,"00:07:02,839","00:07:05,257"
You bet Maybe time,Annabelle,4,neutral,1397,4,662,5,2,2,"00:07:13,391","00:07:19,187"
Hey 's first time I lost girl cowboy spraying cologne Bijan men Bijan men,Joey,5,negative,1397,5,662,6,2,2,"00:07:28,573","00:07:34,411"
Oh actually I sorta plans,Annabelle,4,neutral,1398,0,662,3,2,2,"00:07:02,839","00:07:05,257"
You bet Maybe time,Annabelle,4,neutral,1398,2,662,5,2,2,"00:07:13,391","00:07:19,187"
We hottest Huh,Monica,3,positive,1399,3,663,3,5,17,"00:14:19,275","00:14:21,526"
No 're best,Chandler,4,neutral,1399,4,663,4,5,17,"0:14:24,530","0:14:25,323"
No 're best,Monica,4,neutral,1399,5,663,5,5,17,"0:14:25,323","0:14:26,908"
No 're best,Chandler,4,neutral,1399,6,663,6,5,17,"0:14:26,908","0:14:27,140"
Hey guys What 'cha doin,Joey,4,neutral,1400,1,663,8,5,17,"00:14:36,125","00:14:39,210"
Hey Joey Is n't girl waved day,Monica,4,neutral,1400,2,663,9,5,17,"00:14:44,508","00:14:47,760"
So gon na,Joey,4,neutral,1401,0,664,0,3,15,"00:16:41,250","00:16:42,834"
What I One person wants break-up break-up,Ross,5,negative,1401,1,664,1,3,15,"00:16:41,250","00:16:45,336"
What I One person wants break-up break-up,Ross,5,negative,1402,0,664,1,3,15,"00:16:41,250","00:16:45,336"
Hey way Come guys call work,Chandler,5,negative,1402,1,664,2,3,15,"00:16:45,504","00:16:49,247"
Oh come huge fight right Åf I wait,Ross,5,negative,1402,2,664,3,3,15,"00:16:49,425","00:16:52,635"
Hey Åf like swimming eat pick phone,Chandler,0,negative,1402,3,664,4,3,15,"00:16:52,886","00:16:57,223"
Y'know whole swimming thing myth,Chandler,4,neutral,1402,4,664,5,3,15,"00:17:01,770","00:17:03,980"
Hey Åf like swimming eat pick phone,Chandler,0,negative,1403,0,664,4,3,15,"00:16:52,886","00:16:57,223"
Y'know whole swimming thing myth,Chandler,4,neutral,1403,1,664,5,3,15,"00:17:01,770","00:17:03,980"
Yeah tell Uncle Lenny,Joey,4,neutral,1403,2,664,6,3,15,"00:17:04,148","00:17:06,691"
Why What happened,Chandler,4,neutral,1403,3,664,7,3,15,"00:17:06,859","00:17:08,985"
Nothing Åf really believes,Joey,4,neutral,1403,4,664,8,3,15,"00:17:09,153","00:17:12,280"
It looks like uterus ready implantation,Dr. Zane,4,neutral,1404,0,665,0,4,12,"00:05:37,378","00:05:40,422"
Oh I knew I knew I felt really thick morning,Phoebe,3,positive,1404,1,665,1,4,12,"00:05:40,590","00:05:43,300"
Okay Åf take little prepare embryos,Dr. Zane,4,neutral,1404,2,665,3,4,12,"00:05:48,681","00:05:52,434"
Embryossss As `` More one,Phoebe,6,positive,1404,3,665,4,4,12,"0:05:52,602","0:05:54,688"
Um-hmm five actually,Dr. Zane,4,neutral,1404,4,665,5,4,12,"0:05:54,688","0:05:56,298"
Five Okay I giving birth hospital big box stairs,Phoebe,4,neutral,1404,5,665,6,4,12,"00:05:56,564","00:06:00,859"
We five gives 25 % chance least one attach,Dr. Zane,4,neutral,1404,6,665,7,4,12,"00:06:04,781","00:06:12,537"
That Åf 25 percent That means Åf Åf like 75 percent chance baby,Phoebe,6,negative,1404,7,665,8,4,12,"00:06:06,699","00:06:14,748"
Whoa That okay Åf,Phoebe,1,negative,1404,8,665,15,4,12,"00:06:45,488","00:06:51,535"
No I Åf sorry,Dr. Zane,4,neutral,1404,9,665,16,4,12,"00:06:58,251","00:06:59,668"
Wow You guys really Åf know anything,Phoebe,6,positive,1404,10,665,17,4,12,"00:06:59,836","00:07:02,587"
Oh I knew I knew I felt really thick morning,Phoebe,3,positive,1405,0,665,1,4,12,"00:05:40,590","00:05:43,300"
Well okay Åf go get go get eggs put Åe em,Frank,4,neutral,1405,1,665,2,4,12,"00:05:46,054","00:05:48,513"
That Åf 25 percent That means Åf Åf like 75 percent chance baby,Phoebe,6,negative,1405,2,665,8,4,12,"00:06:06,699","00:06:14,748"
Hey Åf know I thinking odds like if-if stuff like 200,Frank,4,neutral,1405,3,665,9,4,12,"00:06:14,916","00:06:17,709"
Okay well Åf know Åf worry guys Åe cause I Åf m-I Åf gon na many times takes get right,Phoebe,4,neutral,1405,4,665,11,4,12,"00:06:26,469","00:06:31,348"
Well see the-the thing we-we got kinda one shot make right,Frank,4,neutral,1405,5,665,12,4,12,"00:06:31,516","00:06:35,727"
Wow You guys really Åf know anything,Phoebe,6,positive,1405,6,665,17,4,12,"00:06:59,836","00:07:02,587"
I know Why Åf get drunk That worked lot girls high school,Frank,0,negative,1405,7,665,18,4,12,"00:07:03,923","00:07:08,677"
Well okay Åf go get go get eggs put Åe em,Frank,4,neutral,1406,0,665,2,4,12,"00:05:46,054","00:05:48,513"
Okay Åf take little prepare embryos,Dr. Zane,4,neutral,1406,1,665,3,4,12,"00:05:48,681","00:05:52,434"
Hey Åf know I thinking odds like if-if stuff like 200,Frank,4,neutral,1407,0,665,9,4,12,"00:06:14,916","00:06:17,709"
Sweety Åf woman gumball machine,Alice,4,neutral,1407,1,665,10,4,12,"00:06:21,047","00:06:22,923"
Well see the-the thing we-we got kinda one shot make right,Frank,4,neutral,1407,2,665,12,4,12,"00:06:31,516","00:06:35,727"
"Umm costs $ 16,000 time",Alice,4,neutral,1407,3,665,13,4,12,"00:06:35,895","00:06:39,314"
So umm Åf kinda using money one time,Alice,4,neutral,1407,4,665,14,4,12,"00:06:40,650","00:06:45,070"
Sweety Åf woman gumball machine,Alice,4,neutral,1408,0,665,10,4,12,"00:06:21,047","00:06:22,923"
Okay well Åf know Åf worry guys Åe cause I Åf m-I Åf gon na many times takes get right,Phoebe,4,neutral,1408,1,665,11,4,12,"00:06:26,469","00:06:31,348"
"Umm costs $ 16,000 time",Alice,4,neutral,1408,2,665,13,4,12,"00:06:35,895","00:06:39,314"
So umm Åf kinda using money one time,Alice,4,neutral,1408,3,665,14,4,12,"00:06:40,650","00:06:45,070"
Whoa That okay Åf,Phoebe,1,negative,1408,4,665,15,4,12,"00:06:45,488","00:06:51,535"
You guys got anything eat I went Johnos chicken closed,Joey,6,negative,1409,2,666,2,5,7,"00:11:02,036","00:11:06,122"
Pheebs guy keeps closing favorite places gon na eat,Joey,0,negative,1409,3,666,4,5,7,"00:11:11,712","00:11:15,840"
I n't know clean places,Monica,4,neutral,1409,4,666,5,5,7,"00:11:16,050","00:11:17,759"
It 's Danny,Monica,4,neutral,1409,6,666,7,5,7,"00:11:25,226","00:11:26,267"
You guys got anything eat I went Johnos chicken closed,Joey,6,negative,1410,0,666,2,5,7,"00:11:02,036","00:11:06,122"
Oh I took Larry eat violated So shut,Phoebe,1,negative,1410,1,666,3,5,7,"00:11:06,332","00:11:10,877"
Pheebs guy keeps closing favorite places gon na eat,Joey,0,negative,1410,2,666,4,5,7,"00:11:11,712","00:11:15,840"
It 's Danny,Monica,4,neutral,1411,0,666,7,5,7,"00:11:25,226","00:11:26,267"
Do n't let I 'm supposed regatta gala,Rachel,2,negative,1411,1,666,8,5,7,"00:11:26,435","00:11:28,770"
We 'll right Ca n't say starts later,Monica,0,negative,1411,2,666,9,5,7,"00:11:29,730","00:11:32,315"
What What kind regatta gala starts night,Rachel,6,negative,1411,3,666,10,5,7,"00:11:33,109","00:11:36,111"
The fake kind,Monica,0,negative,1411,4,666,11,5,7,"00:11:36,612","00:11:37,904"
The fake kind,Monica,0,negative,1412,0,666,11,5,7,"00:11:36,612","00:11:37,904"
Hey hi I need ladle You got ladle,Danny,4,neutral,1412,1,666,12,5,7,"0:11:42,034","0:11:44,579"
Thanks see party,Danny,4,neutral,1412,3,666,14,5,7,"00:11:48,040","00:11:49,082"
Hey guys know Larry would say He would say `` See ladle,Phoebe,4,neutral,1413,1,666,16,5,7,"00:11:51,752","00:12:03,763"
You 're efficient I love,Monica,3,positive,1414,0,667,0,5,24,"00:17:56,575","00:17:59,035"
Let 's go,Chandler,3,positive,1414,1,667,1,5,24,"00:17:59,453","00:18:00,703"
No-no-no We need something old,Monica,5,negative,1414,2,667,2,5,24,"00:18:00,954","00:18:02,455"
Ohh great I condom wallet I 've since I twelve,Chandler,4,neutral,1414,3,667,3,5,24,"00:18:02,664","00:18:06,501"
That 'll work,Monica,3,positive,1414,4,667,4,5,24,"00:18:08,420","00:18:10,046"
I n't think,Chandler,4,neutral,1414,5,667,5,5,24,"00:18:10,255","00:18:11,923"
Okay need something borrowed,Monica,3,positive,1414,6,667,6,5,24,"00:18:13,467","00:18:15,593"
That 's stealing,Monica,5,negative,1414,8,667,8,5,24,"0:18:18,064","0:18:20,161"
No we'll-we 'll bring back Just put dress,Chandler,4,neutral,1414,9,667,9,5,24,"00:18:20,641","00:18:22,850"
Okay one thing time,Chandler,4,neutral,1415,1,668,1,3,21,"00:18:34,530","00:18:36,489"
Sorry So What,Barry,4,neutral,1416,0,669,0,1,2,"00:17:27,337","00:17:35,344"
Oh much I-I got job,Rachel,3,positive,1416,1,669,1,1,2,"00:17:35,554","00:17:41,392"
Oh 's great,Barry,3,positive,1416,2,669,2,1,2,"00:17:38,599","00:17:41,392"
Why are- tanned,Rachel,6,positive,1416,3,669,3,1,2,"00:17:42,519","00:17:43,936"
Oh I uh- I went Aruba,Barry,4,neutral,1416,4,669,4,1,2,"00:17:45,022","00:17:48,649"
Noooo I 'm lying I drunk,Monica,3,positive,1417,0,670,0,1,21,"00:16:03,003","00:16:06,756"
Oh God oh,Rachel,0,negative,1417,1,670,1,1,21,"00:16:06,924","00:16:08,257"
Great Monica y'know could 've called I I 've worried,Rachel,5,negative,1417,2,670,2,1,21,"00:16:11,261","00:16:13,179"
Yes yes Okay look restaurant called wan na know 're gon na showing work,Rachel,4,neutral,1417,5,670,5,1,21,"00:16:25,109","00:16:31,531"
Okay Monica You 're gon na lose job This,Rachel,0,negative,1417,7,670,7,1,21,"00:16:35,953","00:16:39,998"
Y'know I 'm person needs fluff pillows pay bills soon come,Monica,0,negative,1417,9,670,9,1,21,"00:16:42,084","00:16:47,755"
Y'know I 'm I much,Monica,3,positive,1417,10,670,10,1,21,"00:16:47,965","00:16:52,677"
I'm- I 'm Monana,Monica,3,positive,1417,11,670,11,1,21,"00:16:52,845","00:16:54,512"
Hello Yes hold second please Monana 's credit card people,Rachel,4,neutral,1417,12,670,12,1,21,"00:17:05,733","00:17:12,989"
Helloooo Yeah Oh God Thanks,Monica,3,positive,1417,13,670,13,1,21,"00:17:20,122","00:17:26,919"
They 've arrested Monica,Monica,5,negative,1417,15,670,15,1,21,"00:17:27,087","00:17:29,547"
Note painterly lines subtle impasto canvas Monet painted quickly usually outdoors elusive subject light,Joey,4,neutral,1418,0,671,0,9,21,"00:15:48,530","00:15:59,749"
Now idea said,Ross,4,neutral,1418,1,671,1,9,21,"00:16:01,669","00:16:05,213"
No mouth says words brain thinking monster trucks,Joey,4,neutral,1418,2,671,2,9,21,"00:16:08,175","00:16:12,303"
Ok remember get museum Monet spelt M-O-N-A-Y,Ross,4,neutral,1418,3,671,3,9,21,"00:16:14,723","00:16:21,020"
I wrote phonetically,Ross,4,neutral,1418,5,671,5,9,21,"0:16:21,188","0:16:23,030"
Yeah yeah means ... know We ... n't time,Ross,4,neutral,1418,7,671,7,9,21,"00:16:26,610","00:16:30,029"
Ok know I got ta say I 'm really impressed able memorize quickly,Ross,6,positive,1418,8,671,8,9,21,"00:16:30,197","00:16:34,909"
Ah I 'm actor I memorize anything Last week `` Days '' I say `` Frontal temporal zygomatic craniotomy,Joey,3,positive,1418,9,671,9,9,21,"00:16:35,369","00:16:41,958"
But guy I said dies next scene I guess means `` 're gon na get eaten bear,Joey,4,neutral,1418,12,671,12,9,21,"00:16:46,255","00:16:58,182"
Ok So let 's move Renaissance,Ross,4,neutral,1418,13,671,13,9,21,"00:16:58,976","00:17:01,978"
Ok Caravaggio uses chiaroscuro highlight anguish central figure Touch 's really bumpy,Joey,4,neutral,1418,14,671,14,9,21,"00:17:02,980","00:17:10,611"
Nah ah Nah ah No No ad-libbing dude ca n't,Ross,0,negative,1418,15,671,15,9,21,"00:17:10,779","00:17:16,701"
Hey What happened Why Åf come,Rachel,6,positive,1419,1,672,1,4,1,"00:07:16,727","00:07:20,480"
Well I wanted thorough,Ross,4,neutral,1419,4,672,4,4,1,"0:07:25,457","0:07:27,500"
I mean this-this clearly important us,Ross,3,positive,1419,5,672,5,4,1,"00:07:28,114","00:07:33,243"
And I wanted read every word carefully twice,Ross,3,positive,1419,6,672,6,4,1,"00:07:33,411","00:07:37,247"
I Åf sorry,Ross,5,negative,1419,8,672,8,4,1,"00:07:50,595","00:07:51,970"
Does Does Yeah I wanted give whole Åe Does Åf part another glance,Ross,4,neutral,1419,10,672,10,4,1,"00:07:53,681","00:08:07,819"
What talking Ross said read twice,Rachel,0,negative,1419,11,672,11,4,1,"00:08:07,987","00:08:11,156"
Look y'know either Åf even,Rachel,0,negative,1419,12,672,12,4,1,"00:08:11,324","00:08:14,743"
No Rach I Åf I Åf I Åf,Ross,4,neutral,1419,13,672,13,4,1,"00:08:14,911","00:08:18,497"
Oh sure I Åf sure,Ross,3,positive,1419,15,672,15,4,1,"0:08:51,072","0:08:52,246"
You got married,Russell,4,neutral,1420,0,673,0,6,2,"00:15:03,861","00:15:06,154"
So Åf second marriage two years,Russell,4,neutral,1420,2,673,2,6,2,"00:15:09,116","00:15:12,702"
Yes second two years Third overall,Ross,4,neutral,1420,3,673,3,6,2,"00:15:12,870","00:15:17,749"
Ross I divorce attorney 23 years never I much business one client,Russell,4,neutral,1420,4,673,4,6,2,"00:15:18,500","00:15:24,589"
Why Åf tell happened,Russell,4,neutral,1420,5,673,5,6,2,"00:15:26,508","00:15:29,344"
Basically Rachel I Vegas got drunk,Ross,4,neutral,1420,6,673,6,6,2,"00:15:30,262","00:15:34,057"
I Åf sorry Rachel Åf name said altar second marriage,Russell,6,negative,1420,7,673,7,6,2,"00:15:34,266","00:15:39,729"
Yes-yes-yes But I-I,Ross,4,neutral,1420,8,673,8,6,2,"00:15:41,941","00:15:43,942"
Oh Åf better,Russell,4,neutral,1420,9,673,9,6,2,"00:15:44,151","00:15:47,070"
This drunken mistake I need get annulled,Ross,4,neutral,1420,10,673,10,6,2,"00:15:48,530","00:15:51,991"
I see Have considered therapy,Russell,4,neutral,1420,11,673,11,6,2,"00:15:52,201","00:15:56,412"
There couple forms fill,Russell,4,neutral,1420,13,673,13,6,2,"0:16:02,419","0:16:04,421"
And Åf need witnesses testify uh sound mind,Russell,4,neutral,1420,15,673,15,6,2,"00:16:04,964","00:16:09,384"
And Åf need Rachel testify judge,Russell,4,neutral,1420,17,673,17,6,2,"00:16:11,720","00:16:14,889"
There Åf way without,Ross,6,positive,1420,19,673,19,6,2,"00:16:18,519","00:16:20,853"
Cause I kinda ready told uh already taken care,Ross,2,negative,1420,20,673,20,6,2,"00:16:18,519","00:16:24,983"
So Phoebs owes $ 7.50 Monica owe $ 10 Rachel owe fifteen big ones,Ross,4,neutral,1421,0,674,0,1,18,"00:12:06,600","00:12:12,731"
But hey thanks teachin us Cross-Eyed Mary You guys got ta play regular game,Joey,4,neutral,1421,1,674,1,1,18,"00:12:13,941","00:12:18,194"
But hey thanks teachin us Cross-Eyed Mary You guys got ta play regular game,Joey,4,neutral,1422,0,674,1,1,18,"00:12:13,941","00:12:18,194"
Alright 's $ 7.50 But I think know money cursed,Phoebe,4,neutral,1422,1,674,2,1,18,"00:12:19,739","00:12:23,658"
Oh I cursed So bad things happen spends,Phoebe,4,neutral,1422,3,674,4,1,18,"00:12:23,826","00:12:30,707"
Oh I cursed So bad things happen spends,Phoebe,4,neutral,1423,0,674,4,1,18,"00:12:23,826","00:12:30,707"
That 's alright I 'll take,Chandler,4,neutral,1423,1,674,5,1,18,"0:12:31,459","0:12:32,419"
Bad things happen anyway,Chandler,4,neutral,1423,2,674,6,1,18,"0:12:32,419","0:12:34,647"
This way I break 'em movie,Chandler,4,neutral,1423,3,674,7,1,18,"00:12:35,671","00:12:38,214"
That 's alright I 'll take,Chandler,4,neutral,1424,0,674,5,1,18,"0:12:31,459","0:12:32,419"
Bad things happen anyway,Chandler,4,neutral,1424,1,674,6,1,18,"0:12:32,419","0:12:34,647"
This way I break 'em movie,Chandler,4,neutral,1424,2,674,7,1,18,"00:12:35,671","00:12:38,214"
Well leaves big Green poker machine owes fifteen,Ross,4,neutral,1424,3,674,8,1,18,"00:12:38,382","00:12:43,762"
You wan na right,Phoebe,4,neutral,1425,0,675,0,2,1,"0:21:28,704","0:21:30,376"
Ok I wan na really sure time Andie McDowell 's girl,Phoebe,4,neutral,1425,2,675,2,2,1,"00:21:35,460","00:21:43,342"
Ok I wan na really sure time Andie McDowell 's girl,Phoebe,4,neutral,1426,0,675,2,2,1,"00:21:35,460","00:21:43,342"
No No That 's Rodney McDowell Andie McDowell guy,Rachel,4,neutral,1426,1,675,3,2,1,"00:21:44,428","00:21:55,354"
Oh yeah Ok thank,Phoebe,4,neutral,1426,2,675,4,2,1,"00:21:56,315","00:22:00,234"
You 're welcome,Rachel,4,neutral,1426,3,675,5,2,1,"00:21:58,317","00:22:00,234"
That 's crazy,Rachel,6,positive,1427,1,676,1,5,5,"0:10:13,904","0:10:15,426"
You ca n't,Rachel,6,positive,1427,2,676,2,5,5,"0:10:15,426","0:10:16,488"
What going tell,Rachel,5,negative,1427,3,676,3,5,5,"0:10:16,488","0:10:18,819"
Ohh already agreed n't,Rachel,5,negative,1427,5,676,5,5,5,"00:10:27,126","00:10:29,377"
It 's awful I know I mean I feel terrible I I want marriage work,Ross,5,negative,1427,6,676,6,5,5,"00:10:32,882","00:10:36,676"
And I I make,Ross,5,negative,1427,7,676,7,5,5,"00:10:36,844","00:10:41,389"
