,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
3189,re couple don t two present guy,Joey,4,neutral,953,1
3190,happy birthday grandma,Rachel,3,positive,953,3
3191,s better hill buried,Rachel,4,neutral,953,4
3192,s funny yeah,Rachel,3,positive,953,6
3193,i because grandmother married child i don t thing,Rachel,5,negative,953,7
3194,s s funny,Rachel,4,neutral,953,8
3195,re couple don t two present guy,Joey,4,neutral,954,0
3196,last birthday gave,Chandler,4,neutral,954,1
3197,happy birthday grandma,Rachel,3,positive,955,1
3198,s better hill buried,Rachel,4,neutral,955,2
3199,s funny yeah,Rachel,3,positive,955,4
3200,i because grandmother married child i don t thing,Rachel,5,negative,955,5
3201,s s funny,Rachel,4,neutral,955,6
3202,hey joey going,Phoebe,4,neutral,956,0
3203,clear track boobie payback express next rachel green,Joey,4,neutral,956,1
3204,clear track boobie payback express next rachel green,Joey,4,neutral,957,0
3205,sorry wrong booby,Joey,5,negative,957,2
3206,man can sex one woman,Joey,6,positive,959,0
3207,i great sweet romantic,Chandler,3,positive,959,1
3208,kidding guy freak,Chandler,1,negative,959,3
3209,kidding guy freak,Chandler,1,negative,960,0
3210,i thought great silence lamb admit thing considered fun tonight,Chandler,3,positive,962,1
3211,i thought great silence lamb admit thing considered fun tonight,Chandler,3,positive,963,0
3212,fun fun specifically part fun part puck,Ross,1,negative,963,1
3213,kid excuse puck,Ross,0,negative,963,2
3214,got ta man,Chandler,4,neutral,963,3
3215,yeah i rubber glue whatever ca listen gim back puck,Ross,0,negative,963,4
3216,fun fun specifically part fun part puck,Ross,1,negative,964,0
3217,kid excuse puck,Ross,0,negative,964,2
3218,yeah i rubber glue whatever ca listen gim back puck,Ross,0,negative,964,3
3219,yeah i rubber glue whatever ca listen gim back puck,Ross,0,negative,965,0
3220,hey hey rough holding er,Receptionist,0,negative,965,2
3221,i gon na one job thing,Rachel,4,neutral,966,2
3222,i told stripper five s good right,Phoebe,4,neutral,967,0
3223,ordered stripper shower totally inappropriate,Monica,0,negative,967,1
3224,s gon na dressed baby hi green,Phoebe,6,positive,967,2
3225,i m glad could,Phoebe,3,positive,967,4
3226,yes thank again re sorry could worse,Monica,3,positive,967,5
3227,yeah i isn t great one le person small,Phoebe,3,positive,967,7
3228,phoebe sandra s mad doesn t bother,Monica,6,positive,967,8
3229,yes thank again re sorry could worse,Monica,3,positive,968,0
3230,s little girl,Mrs. Green,3,positive,968,1
3231,julie s cervix dilated seven centimeter s four finger doctor,Marc,3,positive,969,1
3232,i don t ll,Rachel,1,negative,970,0
3233,re gon na,Ross,1,negative,970,1
3234,re gon na,Ross,1,negative,971,0
3235,if can rachel s mine compare,Julie,4,neutral,971,1
3236,if can rachel s mine compare,Julie,4,neutral,972,0
3237,i m sorry,Ross,4,neutral,974,0
3238,ross ross ross child father,Rachel,2,negative,974,1
3239,i already fed,Rachel,4,neutral,975,1
3240,i s i said again,Monica,0,negative,975,2
3241,i s i said again,Monica,0,negative,976,0
3242,alright guy can t okay s want,Phoebe,2,negative,976,1
3243,alright guy can t okay s want,Phoebe,2,negative,977,0
3244,phoebe rachel s monica i wonder could possibly short notice,Monica,3,positive,978,0
3245,first forgetting throw bridal shower,Rachel,5,negative,978,3
3246,wait minute s true,Monica,5,negative,978,5
3247,kinda work out best,Monica,3,positive,978,7
3248,i shower people i,Monica,3,positive,978,9
3249,i i present people i don t,Monica,3,positive,978,10
3250,first forgetting throw bridal shower,Rachel,5,negative,979,0
3251,called everyone phone book bunch people came took u long,Phoebe,4,neutral,979,2
3252,yeah wanted throw big surprise great shower don t,Rachel,5,negative,979,3
3253,called everyone phone book bunch people came took u long,Phoebe,4,neutral,980,2
3254,wait minute s true,Monica,5,negative,980,3
3255,kinda work out best,Monica,3,positive,980,5
3256,i shower people i,Monica,3,positive,980,6
3257,i i present people i don t,Monica,3,positive,980,7
3258,i ca raining again unfair,Monica,0,negative,982,0
3259,bright side wo paleontologist shirt off,Phoebe,4,neutral,982,1
3260,gon na today,Monica,4,neutral,982,4
3261,i clunked head together,Monica,4,neutral,982,7
3262,gon na today,Monica,4,neutral,983,0
3263,game room downstairs ping pong stuff,Mike,4,neutral,983,1
3264,ping pong honey ping pong,Monica,6,positive,983,2
3265,ping pong honey ping pong,Monica,6,positive,984,0
3266,because competitive i say cute others disagree i lying,Chandler,4,neutral,984,3
3267,sorry i i scared,Ross,5,negative,985,0
3268,s okay way i checking shower massager,Monica,4,neutral,985,1
3269,originated aroma room,Ross,4,neutral,986,3
3270,right everyone out okay,Phoebe,2,negative,986,4
3271,phoebe don t don t s,Ross,2,negative,986,6
3272,ohh foster puppet,Phoebe,5,negative,986,7
3273,i tried s fire,Monica,5,negative,987,1
3274,right everyone out okay,Phoebe,2,negative,987,3
3275,giraffe s okay pirate,Monica,4,neutral,987,4
3276,hey long pete s fight,Ross,4,neutral,988,0
3277,five minute right re interviewing opponent apparently train going iran pulling arm off thief,Monica,4,neutral,988,1
3278,four please i m nervous thank,Monica,2,negative,988,3
3279,four please i m nervous thank,Monica,2,negative,989,0
3280,ross umm bonnie,Phoebe,4,neutral,989,1
3281,ross umm bonnie,Phoebe,4,neutral,990,0
3282,i got ta wasn t expecting i i actually wasn t expecting anyone right s terrific,Ross,3,positive,990,1
3283,ohh s bad,Phoebe,5,negative,990,2
3284,m saying i liked,Ross,3,positive,990,3
3285,yeah fish sea,Phoebe,4,neutral,990,4
3286,pheebs i s great okay re going out again,Ross,3,positive,990,5
3287,okay i capable talking thing else,Phoebe,1,negative,990,6
3288,okay i capable talking thing else,Phoebe,1,negative,991,0
3289,hey one s turkey burger,Chandler,4,neutral,991,1
3290,okay i lotion,Chandler,4,neutral,991,3
3291,s gon na okay because tomorrow i m conducting experiment if go planned butt will smack free,Chandler,4,neutral,991,4
3292,hey one s turkey burger,Chandler,4,neutral,992,0
3293,ahh one next foot sorry,Ross,4,neutral,992,1
3294,okay ll right bos slap again today,Ross,4,neutral,992,2
3295,okay i lotion,Chandler,4,neutral,992,4
3296,s gon na okay because tomorrow i m conducting experiment if go planned butt will smack free,Chandler,4,neutral,992,5
3297,ahh one next foot sorry,Ross,4,neutral,993,0
3298,hey fight s starting,Joey,3,positive,993,1
3299,okay ll right bos slap again today,Ross,4,neutral,993,2
3300,okay i lotion,Chandler,4,neutral,994,1
3301,s gon na okay because tomorrow i m conducting experiment if go planned butt will smack free,Chandler,4,neutral,994,2
3302,okay okay come i i guy who doesn t married,Chandler,4,neutral,995,0
3303,yeah little french guy i noticed,Joey,6,positive,995,1
3304,hanging out talkin website,Chandler,4,neutral,995,2
3305,yeah saw interesting website marriage totally unnecessary way government tab,Chandler,4,neutral,995,3
3306,yeah big brother,Joey,4,neutral,995,4
3307,yeah little french guy i noticed,Joey,6,positive,996,0
3308,yeah big brother,Joey,4,neutral,996,4
3309,s little crazy although i y glad re branching out internet,Monica,4,neutral,996,5
3310,okay s good,Monica,5,negative,996,6
3311,hanging out talkin website,Chandler,4,neutral,997,1
3312,yeah saw interesting website marriage totally unnecessary way government tab,Chandler,4,neutral,997,2
3313,s little crazy although i y glad re branching out internet,Monica,4,neutral,997,3
3314,yeah y got thinking though would anybody married huh,Chandler,4,neutral,997,4
3315,celebrate relationship solidify commitment declare one world,Monica,0,negative,997,5
3316,okay s good,Monica,5,negative,997,7
3317,s great friend joey s movie business,Chandler,3,positive,998,0
3318,y who i ran school howie,Dana,4,neutral,998,1
3319,friend s name joey,Chandler,4,neutral,998,2
3320,apparently howie s editing,Dana,4,neutral,998,3
3321,yeah call asks if can edit new movie,Dana,0,negative,998,4
3322,y haven t spoken ten year asks favor,Dana,6,negative,998,6
3323,yeah i ve hated howie,Chandler,1,negative,998,7
3324,man i cup coffee first,Dana,1,negative,998,8
3325,good good long time,Tag,3,positive,999,1
3326,hey right back ya,Ross,4,neutral,999,3
3327,s crazy rachel huh,Tag,6,positive,999,4
3328,yeah s one crazy lady,Ross,6,positive,999,5
3329,umm i don t italian guy label later,Ross,4,neutral,999,7
3330,wan na fool joey,Monica,6,negative,1000,0
3331,since i dream ca out head,Rachel,3,positive,1000,2
3332,big deal people time,Rachel,6,negative,1000,3
3333,who who friend fool,Monica,6,negative,1000,4
3334,ok off top head don janet,Rachel,4,neutral,1000,5
3335,i name i said,Rachel,4,neutral,1000,11
3336,rachel thing can incredibly complicated,Monica,0,negative,1000,12
3337,right right right,Rachel,5,negative,1000,13
3338,fire alarm hi officer fireman i,Phoebe,6,negative,1001,1
3339,found fire alarm trash chute,The Fireman,0,negative,1001,2
3340,next time dump fire alarm trash chute don t wrap blanket say property phoebe buffay monica,The Fireman,1,negative,1001,6
3341,okay okay search warrant because last time i checked america,Phoebe,0,negative,1001,7
3342,please reattach s law disconnect,The Fireman,4,neutral,1001,8
3343,fine please god going off,Phoebe,0,negative,1001,9
3344,s reset button plastic cover,The Fireman,4,neutral,1001,10
3345,s reset button,Phoebe,6,negative,1001,11
3346,didn t i,Phoebe,6,negative,1001,13
3347,reset button reset button reset button,Phoebe,4,neutral,1001,14
3348,four letter circle hoop,Ross,4,neutral,1002,0
3349,ring dammit ring,Chandler,0,negative,1002,1
3350,hey phone working,Joey,6,negative,1003,1
3351,hey listen i went street talked i got peeper name can i phone,Joey,0,negative,1003,2
3352,can i phone yeah number sidney mark please,Joey,4,neutral,1003,4
3353,hey phone working,Joey,6,negative,1004,0
3354,i tried coffee shop answer,Joey,4,neutral,1004,2
3355,i turned off mother god i turned off,Chandler,0,negative,1004,3
3356,hey listen i went street talked i got peeper name can i phone,Joey,0,negative,1004,4
3357,can i phone yeah number sidney mark please,Joey,4,neutral,1004,6
3358,i turned off mother god i turned off,Chandler,0,negative,1005,0
3359,told pointing out irony,Monica,4,neutral,1005,1
3360,told pointing out irony,Monica,4,neutral,1006,0
3361,hey listen i went street talked i got peeper name can i phone,Joey,0,negative,1006,1
3362,can i phone yeah number sidney mark please,Joey,4,neutral,1006,3
3363,hey listen i went street talked i got peeper name can i phone,Joey,0,negative,1008,0
3364,can i phone yeah number sidney mark please,Joey,4,neutral,1008,2
3365,yeah sidney sidney woman,Joey,6,negative,1008,4
3366,hey good mail,Joey,4,neutral,1010,1
3367,yes got something screen actor s guild,Chandler,4,neutral,1010,2
3368,ooh s probably residual check hey can i m,Joey,4,neutral,1010,3
3369,hmm s weird i don t called benefit lapsed,Joey,4,neutral,1010,5
3370,okay s check re saying health insurance expired because didn t enough last year,Chandler,4,neutral,1010,6
3371,i can t,Joey,6,negative,1010,9
3372,i insurance i could hit bus catch fire y,Joey,2,negative,1010,11
3373,wouldn t matter,Joey,0,negative,1010,12
3374,i got ta careful,Joey,0,negative,1010,13
3375,i m sorry man s good time catching fire,Chandler,5,negative,1010,14
3376,right i guess i got ta job i m gon na agent,Joey,5,negative,1010,15
3377,okay sure way cross street,Chandler,4,neutral,1010,16
3378,way cross street,Joey,3,positive,1010,17
3379,i beautiful amazing,Chandler,3,positive,1011,0
3380,i kiss phoebe rachel time i left room i bad u sex,Chandler,4,neutral,1011,1
3381,went central park rented boat fun,Rachel,3,positive,1012,0
3382,yeah could row viking,Ross,3,positive,1012,1
3383,yeah could row viking,Ross,3,positive,1013,0
3384,said gon na miss guy,Monica,5,negative,1016,1
3385,said gon na miss guy,Monica,5,negative,1017,0
3386,rough day huh,Ross,5,negative,1017,1
3387,y i two surefire way shut man one sex,Monica,4,neutral,1021,3
3388,i don t i ve one,Monica,4,neutral,1021,5
3389,i m saying y if re sex s gon na talking,Monica,4,neutral,1021,6
3390,anyway great idea,Rachel,3,positive,1021,9
3391,umm i got ta store i told i would tissue,Rachel,4,neutral,1021,10
3392,answering least route re,Phoebe,0,negative,1022,2
3393,yeah definitely route,Rachel,4,neutral,1023,0
3394,okay rest route okay route okay,Phoebe,4,neutral,1023,1
3395,i don t i m sorry i slept back drove,Rachel,5,negative,1023,2
3396,hey can somebody down check rest,Phoebe,4,neutral,1023,3
3397,yeah don t,Phoebe,4,neutral,1023,5
3398,ugh okay somebody will save u,Rachel,4,neutral,1023,6
3399,i getting car ross will,Rachel,0,negative,1023,7
3400,guy i getting car ll something else,Rachel,0,negative,1023,9
3401,good joey chandler back,Phoebe,3,positive,1023,10
3402,ugh okay somebody will save u,Rachel,4,neutral,1024,0
3403,i seen car last hour half,Monica,2,negative,1024,2
3404,i should ross maybe can car pick u,Monica,4,neutral,1024,3
3405,i getting car ross will,Rachel,0,negative,1024,4
3406,hey can somebody down check rest,Phoebe,4,neutral,1025,0
3407,yeah don t,Phoebe,4,neutral,1025,2
3408,i seen car last hour half,Monica,2,negative,1025,4
3409,i should ross maybe can car pick u,Monica,4,neutral,1025,5
3410,good joey chandler back,Phoebe,3,positive,1025,6
3411,i m telling man i saw,Joey,4,neutral,1026,0
3412,yeah re wrong okay re wrong,Chandler,0,negative,1026,1
3413,i m wrong i wish i i m sorry bet barium enema doesn t sound bad huh,Joey,5,negative,1026,2
3414,re gon na,Rachel,3,positive,1027,0
3415,yeah i m pretty confident,Rachel,4,neutral,1027,2
3416,s make easy happy monica chandler,Rachel,3,positive,1027,3
3417,would nice little guarantee though,Rachel,4,neutral,1027,4
3418,y people deal friend if married time re marry,Rachel,4,neutral,1027,6
3419,yeah yeah i got,Phoebe,4,neutral,1027,9
3420,yeah i locked year ago,Phoebe,3,positive,1027,15
3421,if married time re re gon na marry joey,Rachel,6,positive,1027,16
3422,yep shook yeah wanted seal deal,Phoebe,4,neutral,1027,17
3423,yeah i m pretty confident,Rachel,4,neutral,1028,0
3424,s make easy happy monica chandler,Rachel,3,positive,1028,1
3425,would nice little guarantee though,Rachel,4,neutral,1028,2
3426,yeah i gon na,Joey,4,neutral,1028,4
3427,yeah i m sorry man wan na,Chandler,4,neutral,1029,0
3428,hi tag hey fun joey last night,Rachel,3,positive,1030,1
3429,yeah went knicks game,Tag,3,positive,1030,2
3430,ohh s nice,Rachel,3,positive,1030,3
3431,went bar hooked u woman,Tag,3,positive,1030,4
3432,i used able girl bar i got phone number last night,Tag,6,positive,1030,8
3433,s great wow man joey must ve taught stuff huh,Rachel,6,positive,1030,9
3434,phoebe proud amazing,Monica,3,positive,1031,0
3435,hurt bad say,Rachel,3,positive,1032,1
3436,roll hard eight married tonight,Chandler,3,positive,1033,1
3437,yes i i loved anybody i,Chandler,3,positive,1033,3
3438,i loved anybody i,Monica,3,positive,1033,4
3439,okay if eight come sign,Chandler,3,positive,1033,5
3440,okay four one,Chandler,0,negative,1033,9
3441,nobody okay way i way,Monica,0,negative,1033,10
3442,could four five,Monica,4,neutral,1033,12
3443,okay if eight come sign,Chandler,3,positive,1034,0
3444,okay four one,Chandler,0,negative,1034,3
3445,nobody okay way i way,Monica,0,negative,1035,1
3446,s i m done whew meat sweat,Joey,3,positive,1036,0
3447,joey re re proud,Monica,3,positive,1036,1
3448,whoa hey got pie,Joey,6,positive,1036,2
3449,afraid re gon na out,Joey,0,negative,1036,8
3450,joey re re proud,Monica,3,positive,1037,0
3451,yes i can president moment,Chandler,4,neutral,1037,1
3452,yes i can president moment,Chandler,4,neutral,1038,0
3453,nobody press stomach,Joey,4,neutral,1039,1
3454,afraid re gon na out,Joey,0,negative,1039,6
3455,nobody press stomach,Joey,4,neutral,1040,0
3456,can pant way,Rachel,4,neutral,1040,1
3457,whoa hey got pie,Joey,6,positive,1040,2
3458,afraid re gon na out,Joey,0,negative,1040,7
3459,i s pretty urgent s monica chandler,Phoebe,4,neutral,1041,1
3460,umm would please excuse moment,Ross,4,neutral,1041,4
3461,umm s hometown,Ross,4,neutral,1041,5
3462,don t s going,Ross,2,negative,1041,6
3463,i thinking since guy got engaged maybe would nice if privacy y,Phoebe,4,neutral,1041,8
3464,could i couple day,Phoebe,4,neutral,1041,9
3465,umm okay yeah sure s wrong monica chandler,Ross,4,neutral,1041,10
3466,phoebe said urgent,Ross,0,negative,1041,12
3467,yeah i m going movie start five minute,Phoebe,4,neutral,1041,13
3468,realize i classroom full student,Ross,0,negative,1041,14
3469,i m sorry i m rude anyone movie,Phoebe,4,neutral,1041,15
3470,s got way can past,Ross,5,negative,1042,0
3471,okay i can t imagine i can t imagine life,Ross,2,negative,1042,1
3472,arm face heart,Ross,5,negative,1042,2
3473,good heart rach,Ross,5,negative,1042,3
3474,i can t re totally different person,Rachel,5,negative,1042,5
3475,i used somebody would hurt,Rachel,5,negative,1042,6
3476,god i can t picturing i can t doesn t matter say ross,Rachel,5,negative,1042,7
3477,s changed everything,Rachel,5,negative,1042,8
3478,yeah can t i,Ross,5,negative,1042,10
3479,window clean candels lit,Monica,4,neutral,1043,0
3480,belt tight got ta belt,Monica,3,positive,1043,1
3481,cause i made lasagne,Monica,4,neutral,1043,3
3482,i out control,Monica,0,negative,1043,4
3483,i dating guy since midterm,Rachel,6,negative,1043,7
3484,could tonight night,Rachel,3,positive,1043,10
3485,great guy i,Monica,3,positive,1043,12
3486,okay raymond joey,The Casting Director,4,neutral,1044,1
3487,okay one whenever guy ready,The Casting Director,4,neutral,1044,3
3488,noodle soup i working tomato,Joey,4,neutral,1044,6
3489,hmm noodle soup,Joey,4,neutral,1044,9
3490,fine line hmm soup,The Casting Director,4,neutral,1044,10
3491,hmm noodle soup,The Casting Director,4,neutral,1044,12
3492,hmm noodle soup,Joey,4,neutral,1044,15
3493,hmm soup i noodle soup i soup,Joey,0,negative,1044,18
3494,can one time hmm noodle soup damnit,Joey,0,negative,1044,20
3495,noodle soup i working tomato,Joey,4,neutral,1045,0
3496,hmm noodle soup,Joey,4,neutral,1045,3
3497,hmm soup i noodle soup i soup,Joey,0,negative,1045,5
3498,okay u second ross,Rachel,4,neutral,1047,0
3499,i re out room,Ross,4,neutral,1047,3
3500,re ross re saving important people okay if i president,Rachel,0,negative,1047,4
3501,d lot trouble don t country,Ross,4,neutral,1047,5
3502,say would would mind checking again if umm private room may opened,Ross,4,neutral,1047,7
3503,i d say i don t care tone,Rachel,0,negative,1047,9
3504,hospital city problem whoa,Rachel,0,negative,1047,10
3505,ow ow contraction,Rachel,6,negative,1047,13
3506,d lot trouble don t country,Ross,4,neutral,1048,0
3507,say would would mind checking again if umm private room may opened,Ross,4,neutral,1048,2
3508,i d say i don t care tone,Rachel,0,negative,1049,2
3509,hospital city problem whoa,Rachel,0,negative,1049,3
3510,ow ow contraction,Rachel,6,negative,1049,5
3511,yeah couldn t hurt,Rachel,4,neutral,1049,7
3512,i sayin if dog experience jet lag because whole seven dog year one human year thing dog fly new york los angeles three hour loses week half,Ross,4,neutral,1050,0
3513,blond woman woman touching close personal friend,Ross,4,neutral,1050,2
3514,if wan na label,Ross,4,neutral,1050,4
3515,wow anything else i should,Kristin,6,positive,1050,5
3516,god ross i can,Rachel,5,negative,1051,0
3517,okay quick painful,Ross,4,neutral,1051,1
3518,god okay alright alright okay ross please hate,Rachel,2,negative,1051,2
3519,i kind i kind lost,Rachel,5,negative,1051,6
3520,umm pheebs coffee house decided i going cute guy s cell phone,Rachel,4,neutral,1052,4
3521,i said i going purse if rang i could pick,Rachel,4,neutral,1052,6
3522,going purse stealing phone,Rachel,0,negative,1052,8
3523,i didn t,Phoebe,0,negative,1052,11
3524,re saying if i called wouldn t ring,Rachel,0,negative,1052,12
3525,umm okay while dial feature new ringing handbag,Phoebe,2,negative,1052,13
3526,puzzler bit puzzle don t check copy room maybe left contract,Rachel,4,neutral,1053,1
3527,could i left copy room,Tag,4,neutral,1053,2
3528,i don t tag can genitals phone call okay s perfect world please,Rachel,0,negative,1053,3
3529,ya doin welcome good ya,Joey,3,positive,1054,0
3530,great i expecting lot call,Joey,4,neutral,1054,2
3531,gary collins host answering phone,Stage Director,4,neutral,1054,5
3532,i drake remoray,Joey,4,neutral,1054,6
3533,hey gunther hi i re going out date noisy guy upstairs,Monica,6,negative,1055,1
3534,hey gunther hi i re going out date noisy guy upstairs,Monica,6,negative,1056,0
3535,i s charming if two going out s gon na harder hate,Monica,1,negative,1056,2
3536,re gon na,Phoebe,4,neutral,1056,3
3537,i don t chandler supposed passin em,Joey,4,neutral,1057,1
3538,okay ten block down five,Chandler,0,negative,1058,0
3539,i m sorry break,Chandler,6,negative,1058,2
3540,boot tan hey can little closer i can price,Monica,3,positive,1058,3
3541,i can right ll cost one husband,Chandler,3,positive,1058,4
3542,okay i m sorry i i can rest way boot,Monica,5,negative,1058,5
3543,yeah don t,Phoebe,4,neutral,1059,2
3544,yeah say name say i m going cover back umm re again,Phoebe,3,positive,1059,6
3545,happy i m supposed vic happy,Kate,0,negative,1060,0
3546,don t re supposed,Joey,0,negative,1060,1
3547,because i sure hell can t figure out,Joey,0,negative,1060,3
3548,i s nothin,Joey,4,neutral,1060,4
3549,don t re supposed,Joey,0,negative,1061,0
3550,because i sure hell can t figure out,Joey,0,negative,1061,2
3551,i s nothin,Joey,4,neutral,1061,3
3552,guy fly high okay re gon na pick tomorrow,The Director,3,positive,1061,6
3553,guy fly high okay re gon na pick tomorrow,The Director,3,positive,1062,0
3554,yeah sex fell asleep,Monica,4,neutral,1063,2
3555,nooo s true best time yeah rocked world,Monica,3,positive,1063,4
3556,worry chandler globe united state,Joey,4,neutral,1064,0
3557,hey guy i gon na out,Phoebe,4,neutral,1064,1
3558,knitting yes i knit i good,Phoebe,4,neutral,1064,3
3559,hey guy i gon na out,Phoebe,4,neutral,1065,0
3560,phoebe bag moving,Ross,6,negative,1065,1
3561,i ll out second,Rachel,4,neutral,1068,1
3562,s unexpected i ll s honor nominated,Phoebe,3,positive,1068,2
3563,reservation neil simon neil thank word,Phoebe,4,neutral,1068,4
3564,okay honey can finish later re gon na late got ta,Rachel,4,neutral,1068,5
3565,please don t music one,Phoebe,3,positive,1068,6
3566,i i could i if if doctor know carol know susan know,Rachel,3,positive,1069,1
3567,wha heh could i,Ross,6,positive,1070,1
3568,carol called thank lasagna i asked told,Monica,4,neutral,1070,2
3569,wait hey huh great know i,Ross,0,negative,1070,3
3570,i sorry i excited aunt,Monica,3,positive,1070,4
3571,carol called thank lasagna i asked told,Monica,4,neutral,1071,0
3572,i sorry i excited aunt,Monica,3,positive,1071,2
3573,wait hey huh great know i,Ross,0,negative,1072,1
3574,hey chandler table place close,Joey,4,neutral,1073,2
3575,whoa store will tomorrow,Joey,6,positive,1073,4
3576,i i could i if if doctor know carol know susan know,Rachel,3,positive,1075,1
3577,i i could i if if doctor know carol know susan know,Rachel,3,positive,1076,1
3578,nothing i sorry i i out sort,Phoebe,5,negative,1076,4
3579,nothing i sorry i i out sort,Phoebe,5,negative,1077,2
3580,i i could i if if doctor know carol know susan know,Rachel,3,positive,1078,1
3581,hey chandler table place close,Joey,4,neutral,1078,3
3582,i familiar yes,Ross,4,neutral,1080,1
3583,whoa store will tomorrow,Joey,6,positive,1081,1
3584,thought lot said i realilized duh right maybe i little judgmental,Phoebe,5,negative,1082,2
3585,phoebe hey fulfilling christmas,Joey,4,neutral,1082,4
3586,okay yikes one doesn t fulfilled,Phoebe,6,negative,1082,9
3587,s s one old one s taking back,Joey,4,neutral,1082,10
3588,old one back ageist,Phoebe,0,negative,1082,11
3589,room fresh one,Joey,4,neutral,1082,12
3590,happens old guy,Phoebe,5,negative,1082,13
3591,i feeling s happy sound nooooo,Phoebe,2,negative,1082,15
3592,yeah i draw out preppy animal,Monica,4,neutral,1085,2
3593,hi hi i m ross don t i m big big fan i,Ross,3,positive,1086,0
3594,aren t girl,Isabella,4,neutral,1086,1
3595,s okay understanding list five famous people i m allowed sleep,Ross,4,neutral,1086,3
3596,wait wait isabella,Ross,3,positive,1086,5
3597,don t don t dismiss fast,Ross,2,negative,1086,6
3598,i lifetime opportunity,Ross,4,neutral,1086,7
3599,i m list,Isabella,6,negative,1086,14
3600,s final draft,Ross,4,neutral,1086,15
3601,yeah okay list friend chandler brought good point international i bumped wynona rider local,Ross,4,neutral,1086,17
3602,because i list five goofy coffee house guy yesterday i bumped guy,Isabella,4,neutral,1086,19
3603,re gon na friend,Ross,4,neutral,1086,20
3604,yeah could chan,Chandler,3,positive,1087,3
3605,yeah i could mad long,Monica,4,neutral,1088,1
3606,yeah i could mad long,Monica,4,neutral,1089,0
3607,yeah could chan,Chandler,3,positive,1089,1
3608,mon listen i,Rachel,6,positive,1090,0
3609,okay joey tribbiani invited back apartment lot girl,Rachel,4,neutral,1090,1
3610,yeah lot lot lot,Monica,4,neutral,1090,2
3611,ohh i m one wow i can i joey tribbiani,Rachel,6,positive,1090,3
3612,y s none business aren t married,Monica,4,neutral,1090,4
3613,yeah i wish could married little bit y i wish could break,Rachel,0,negative,1090,5
3614,ross i trying something back,Rachel,0,negative,1091,0
3615,s reason could huh,Ross,4,neutral,1091,1
3616,couldn t anything fact maybe i m good listener i i,Ross,4,neutral,1091,2
3617,ross i telling using back,Rachel,0,negative,1091,3
3618,i i can care i ll later,Ross,4,neutral,1091,4
3619,think re using,Ross,4,neutral,1091,8
3620,s reason could huh,Ross,4,neutral,1092,0
3621,couldn t anything fact maybe i m good listener i i,Ross,4,neutral,1092,1
3622,i i can care i ll later,Ross,4,neutral,1092,2
3623,think re using,Ross,4,neutral,1092,6
3624,i m sorry,Phoebe,5,negative,1093,0
3625,came fill ice cube tray,Phoebe,4,neutral,1093,2
3626,umm okay okay,Phoebe,4,neutral,1093,4
3627,i took picture fridge,Phoebe,0,negative,1093,5
3628,okay because i father,Phoebe,0,negative,1093,6
3629,yeah frank buffay standing right next,Phoebe,0,negative,1093,7
3630,i deserve i came,Phoebe,0,negative,1093,8
3631,if can father should,Phoebe,0,negative,1093,10
3632,right man picture chuck magioni,Phoebe Sr,4,neutral,1093,13
3633,father chuck magioni,Phoebe,6,negative,1093,14
3634,s chuck magioni sold house last year,Phoebe Sr,4,neutral,1093,15
3635,i m sorry i don t father s truth,Phoebe Sr,5,negative,1093,16
3636,umm re right,Phoebe Sr,4,neutral,1093,18
3637,i person should,Phoebe Sr,4,neutral,1093,19
3638,i ahh okay,Phoebe Sr,4,neutral,1093,20
3639,i m mother,Phoebe Sr,4,neutral,1093,21
3640,i wanted yesterday i i kinda felt floopy,Phoebe Sr,5,negative,1093,23
3641,s happening accent,A Student,6,negative,1094,0
3642,right i m english,Ross,5,negative,1094,3
3643,i m long island,Ross,4,neutral,1094,4
3644,i nervous accent came out,Ross,5,negative,1094,5
3645,i m sorry,Ross,5,negative,1094,6
3646,if could back lecture,Ross,4,neutral,1094,7
3647,right i trying good first impression,Ross,0,negative,1094,10
3648,obviously i screwed,Ross,5,negative,1094,11
3649,guy important because i m hoping permanent job,Ross,4,neutral,1094,12
3650,if chance good impression,Ross,4,neutral,1094,13
3651,right i m english,Ross,5,negative,1095,2
3652,i m long island,Ross,4,neutral,1095,3
3653,i nervous accent came out,Ross,5,negative,1095,4
3654,i m sorry,Ross,5,negative,1095,5
3655,if could back lecture,Ross,4,neutral,1095,6
3656,right i trying good first impression,Ross,0,negative,1095,9
3657,obviously i screwed,Ross,5,negative,1095,10
3658,guy important because i m hoping permanent job,Ross,4,neutral,1095,11
3659,if chance good impression,Ross,4,neutral,1095,12
3660,ross crazy i,Rachel,0,negative,1095,13
3661,mind if i join,Chandler,4,neutral,1096,2
3662,actually will long i organize thought,Joey,4,neutral,1096,3
3663,allright fine i one thought hot nanny i got ta,Joey,3,positive,1096,5
3664,i afraid i ca joe,Chandler,4,neutral,1096,6
3665,telling i ca,Joey,0,negative,1096,7
3666,princess i stable boy huh,Joey,5,negative,1096,10
3667,yes matter fact i ca,Chandler,4,neutral,1096,12
3668,huh interesting obstacle hot nanny world kind stuff great novel made,Joey,0,negative,1096,13
3669,fine mediocre porn,Joey,4,neutral,1096,15
3670,okay i can evaluation back re gon na zelner s office,Rachel,4,neutral,1097,0
3671,doesn t s problem assistant betty come early eat breakfast desk,Rachel,4,neutral,1097,1
