,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
4932,stay calm,Dr. Green,0,908,10
4933,expect stay calm,Dr. Green,0,908,11
4934,unacceptable rachel,Dr. Green,0,908,12
4935,wan na know,Dr. Green,0,908,13
4936,punk ross marry,Dr. Green,0,908,14
4937,yes yes say damaged good,Rachel,5,908,17
4938,like zillionaire,Phoebe,6,909,0
4939,age age,Chandler,6,909,1
4940,like buy state name,Phoebe,4,909,2
4941,like buy state name,Phoebe,4,910,0
4942,like pete dakota,Pete,4,910,1
4943,yeah,Phoebe,4,910,2
4944,yeah,Phoebe,4,911,0
4945,oh oh got,Joey,4,911,1
4946,oh oh got,Joey,4,912,0
4947,state joe,Chandler,4,912,1
4948,oh,Joey,4,912,2
4949,oh,Joey,4,913,0
4950,got go ah see guy later,Pete,4,913,1
4951,got go ah see guy later,Pete,4,914,0
4952,okay,All,4,914,1
4953,okay,All,4,915,0
4954,age,Chandler,6,915,1
4955,age,Chandler,6,916,0
4956,ah tomorrow,Pete,4,916,1
4957,ah tomorrow,Pete,4,917,0
4958,absolutely,Monica,3,917,1
4959,get,Monica,3,917,2
4960,okay running place touch,Monica,0,917,3
4961,look something wrong,Monica,5,917,4
4962,mean attracted guy future,Monica,5,917,5
4963,either old young pete crazy absolutely perfect like zip going,Monica,5,917,6
4964,mean seriously sound like something wrong,Monica,5,917,7
4965,absolutely,Monica,3,918,0
4966,get,Monica,3,918,1
4967,okay running place touch,Monica,0,918,2
4968,look something wrong,Monica,5,918,3
4969,mean attracted guy future,Monica,5,918,4
4970,either old young pete crazy absolutely perfect like zip going,Monica,5,918,5
4971,mean seriously sound like something wrong,Monica,5,918,6
4972,okay gon na go get frank,Phoebe,4,919,0
4973,walking street turn say hey let go hang totally nude nude remember,Joey,4,919,1
4974,turn say nah let hang well nice move dumb as,Joey,3,919,2
4975,yeah think better guy sad hey uh remember roller blade,Phoebe,4,920,0
4976,know else gon na miss,Rachel,0,920,1
4977,monica,Rachel,0,920,2
4978,wash toilet time day,Rachel,0,920,3
4979,even people,Rachel,0,920,4
4980,monica get phone message interesting people ever,Rachel,0,920,5
4981,hey call,Phoebe,3,920,6
4982,oh god find boyfriend,Rachel,0,920,7
4983,guess stumble across hall sleep first guy find,Rachel,0,920,8
4984,yeah get move wan na make dinner reservation,Phoebe,4,920,9
4985,know else gon na miss,Rachel,0,921,0
4986,monica,Rachel,0,921,1
4987,wash toilet time day,Rachel,0,921,2
4988,even people,Rachel,0,921,3
4989,hi rachel sweater tight oh better wash shrink,Monica,0,921,4
4990,monica get phone message interesting people ever,Rachel,0,921,5
4991,oh god love ross hate ross love ross hate ross,Monica,0,921,6
4992,oh god find boyfriend,Rachel,0,921,7
4993,guess stumble across hall sleep first guy find,Rachel,0,921,8
4994,hey call,Phoebe,3,922,0
4995,oh god love ross hate ross love ross hate ross,Monica,0,922,1
4996,item color winterberry,Ross,4,923,0
4997,hi umm listen come come,Ross,4,923,1
4998,sorry yesterday,Ross,5,923,2
4999,really sorry,Ross,5,923,3
5000,listen ross apologize understand,Mona,4,923,5
5001,yeah still feeling,Mona,5,923,7
5002,honest still feeling,Mona,3,923,8
5003,wish work ross,Mona,5,923,9
5004,complicated rachel baby meant,Mona,5,923,10
5005,oh god right,Ross,3,923,11
5006,ross strong okay gon na go remember,Mona,5,923,12
5007,telling want take care thing go herbal guy,Phoebe,4,924,0
5008,thank want remove pheebs want make savory,Ross,4,924,1
5009,way telling,Phoebe,4,924,2
5010,well turn incredibly sensitive keep journal paint,Phoebe,4,924,3
5011,even showed charcoal drawing drew,Phoebe,4,924,4
5012,well yeah break someone okay jason sensitive vince plus vince body,Phoebe,4,924,5
5013,really math,Phoebe,4,924,6
5014,thank want remove pheebs want make savory,Ross,4,925,0
5015,girl sleep guy weird thing body tell friend,Monica,4,925,1
5016,gim,Ross,4,925,2
5017,weird know said uh morning lying bed imagining would like say yes,Monica,6,925,3
5018,know little sudden little rushed totally like something like mean,Monica,3,925,4
5019,right,Monica,3,925,5
5020,mean crazy pete know want thing thought saying yes made really happy,Monica,3,925,6
5021,gim,Ross,4,926,0
5022,hi okay mad resist,Rachel,4,926,1
5023,hi okay mad resist,Rachel,4,927,0
5024,bride magazine,Monica,6,927,1
5025,yes know say asked sorry great would look walking aisle donna carin,Rachel,4,927,2
5026,weird know said uh morning lying bed imagining would like say yes,Monica,6,927,3
5027,know little sudden little rushed totally like something like mean,Monica,3,927,4
5028,right,Monica,3,927,5
5029,mean crazy pete know want thing thought saying yes made really happy,Monica,3,927,6
5030,oh god,Rachel,6,927,7
5031,know need pie,Monica,4,927,8
5032,yes know say asked sorry great would look walking aisle donna carin,Rachel,4,928,0
5033,oh would oh get anyway like clubbing,Phoebe,5,928,1
5034,hey mon umm get married bring two guest,Phoebe,4,928,2
5035,break fireman,Rachel,6,928,3
5036,way telling,Phoebe,4,928,4
5037,well turn incredibly sensitive keep journal paint,Phoebe,4,928,5
5038,even showed charcoal drawing drew,Phoebe,4,928,6
5039,wow,Rachel,6,928,7
5040,yeah well prefer water color easy access lot charcoal,Phoebe,4,928,8
5041,well yeah break someone okay jason sensitive vince plus vince body,Phoebe,4,928,9
5042,really math,Phoebe,4,928,10
5043,oh would oh get anyway like clubbing,Phoebe,5,929,0
5044,weird know said uh morning lying bed imagining would like say yes,Monica,6,929,1
5045,know little sudden little rushed totally like something like mean,Monica,3,929,2
5046,right,Monica,3,929,3
5047,mean crazy pete know want thing thought saying yes made really happy,Monica,3,929,4
5048,know need pie,Monica,4,929,5
5049,hey mon umm get married bring two guest,Phoebe,4,929,6
5050,way telling,Phoebe,4,929,7
5051,well turn incredibly sensitive keep journal paint,Phoebe,4,929,8
5052,even showed charcoal drawing drew,Phoebe,4,929,9
5053,yeah well prefer water color easy access lot charcoal,Phoebe,4,929,10
5054,going dump jason,Monica,4,929,11
5055,well yeah break someone okay jason sensitive vince plus vince body,Phoebe,4,929,12
5056,really math,Phoebe,4,929,13
5057,ok tie,Mike,4,930,0
5058,ok look enough enough,Chandler,0,930,1
5059,ok look enough enough,Chandler,0,931,0
5060,two point beat,Monica,3,931,1
5061,monica also true,Chandler,4,931,2
5062,ca walk away put four hour,Monica,0,931,3
5063,knew married,Monica,4,931,4
5064,agreed take sickness health,Monica,4,931,5
5065,well sickness,Monica,0,931,6
5066,oh lobster,Joey,4,932,0
5067,yeah mean sick night,Rachel,4,932,1
5068,yeah night,Joey,4,932,2
5069,really come cross path,Rachel,6,932,3
5070,yeah well stayed room yeah want look hamper,Joey,4,932,4
5071,believe naked hooker,Chandler,6,933,0
5072,wait wait maybe hooker,Joey,6,933,1
5073,yeah okay let leave two alone,Phoebe,4,934,0
5074,care hormone going random guy,Rachel,1,934,1
5075,fine tell roger really looking forward,Phoebe,0,934,2
5076,thought two u hang bit,Rachel,4,935,2
5077,mean know never really talked,Rachel,4,935,3
5078,guess know one two u though right,Rachel,4,935,4
5079,know probably even tell pretty much totally intimidated,Julie,2,935,5
5080,really,Rachel,6,935,6
5081,oh god kidding,Julie,6,935,7
5082,ross crazy really wanted like probably totally paranoid kinda got feeling maybe,Julie,0,935,8
5083,well totally paranoid,Rachel,4,935,9
5084,oy,Julie,3,935,10
5085,um ok uh oh god um uh ross first started going really hard um many reason gon na bore um see happy know good guy together um monica always saying nice god hate right,Rachel,5,935,11
5086,thanks hey listen would like go movie sometime something,Julie,4,935,12
5087,yeah great love,Rachel,3,935,13
5088,love shoot got ta go talk later,Julie,4,935,14
5089,right julie,Rachel,4,935,15
5090,bye,Julie,4,935,16
5091,bye manipulative bitch,Rachel,1,935,17
5092,chandler found perfect ring,Phoebe,3,936,0
5093,oh uh pretty nice gon na go one picked first,Chandler,4,936,1
5094,oh god chandler one picked gone,Phoebe,0,936,2
5095,guy bought sorry tired stop put jail,Phoebe,5,936,4
5096,put jail,Chandler,6,936,5
5097,little jail door,Phoebe,0,936,6
5098,phoebe asked guard ring,Chandler,0,936,7
5099,know sorry know ring better monica never even saw ring,Phoebe,0,936,8
5100,yeah proposed ring got goose bump,Chandler,5,936,9
5101,maybe guy,Phoebe,4,936,10
5102,ring,Chandler,0,936,11
5103,mean mindy,Rachel,4,937,0
5104,well want break,Barry,4,937,1
5105,mean mean,Rachel,0,937,2
5106,thanks bernice let go away weekend,Barry,4,937,3
5107,oh barry come way,Rachel,6,937,4
5108,go aruba,Barry,3,937,5
5109,went would honeymoon uh really nice,Barry,5,937,6
5110,would liked,Barry,5,937,7
5111,bra,Rachel,4,937,8
5112,right miss green everything look fine yep think starting see real progress,Barry,4,937,9
5113,mean mean,Rachel,0,938,0
5114,farber bobby rush adjustment,Bernice,4,938,1
5115,farber bobby rush adjustment,Bernice,4,939,0
5116,thanks bernice let go away weekend,Barry,4,939,1
5117,go aruba,Barry,3,939,2
5118,went would honeymoon uh really nice,Barry,5,939,3
5119,would liked,Barry,5,939,4
5120,bra,Rachel,4,940,0
5121,hey farber,Bobby,4,940,1
5122,twelve stupid,Bobby,2,940,3
5123,go aruba,Barry,3,941,0
5124,went would honeymoon uh really nice,Barry,5,941,1
5125,would liked,Barry,5,941,2
5126,hey farber,Bobby,4,941,3
5127,right miss green everything look fine yep think starting see real progress,Barry,4,941,4
5128,oh eye removal machine,Monica,4,942,0
5129,right outta,Rachel,0,942,1
5130,kidding kidding,Monica,3,942,2
5131,done,Rachel,0,942,3
5132,small puff air come,Monica,0,942,5
5133,done,Rachel,0,943,0
5134,almost first got ta start,Dr. Miller,4,943,1
5135,glaucoma test,Dr. Miller,4,943,2
5136,sit,Dr. Miller,4,943,4
5137,okay,Rachel,4,943,5
5138,chin feel small puff air eye,Dr. Miller,4,943,6
5139,sure scared,Joey,2,944,0
5140,go together wait long though okay cause outta sometime friday,Phoebe,4,944,1
5141,yeah wan na die,Joey,2,944,2
5142,fun come back haunt guy,Phoebe,3,944,3
5143,um chandler ross robert,Phoebe,4,945,0
5144,oh hey,Chandler,4,945,1
5145,oh hey,Chandler,4,946,0
5146,hi,Robert,4,946,1
5147,hi,Robert,4,947,0
5148,lipstick right okay mine kissed,Phoebe,4,947,1
5149,hey,Chandler,6,948,0
5150,hey,Joey,6,948,1
5151,always saying need place mail,Joey,4,948,2
5152,well started building one decided take next step,Joey,4,948,3
5153,building post office,Chandler,6,948,4
5154,entertainment unit mail cubby built right one day job max,Joey,4,948,5
5155,okay word snug,Chandler,6,948,6
5156,oh yeah old work pant sergio valente,Joey,4,948,7
5157,power saw kinda got away,Joey,4,948,8
5158,hi,Rachel,3,949,0
5159,another cheesecake came delivered wrong address,Chandler,0,949,1
5160,bring back downstairs problem,Rachel,4,949,2
5161,seem say goodbye,Chandler,5,949,3
5162,serious chandler ate entire cheesecake two day ago want,Rachel,6,949,4
5163,well forgotten taste like okay,Chandler,0,949,5
5164,cheesecake,Rachel,4,949,6
5165,fine,Rachel,4,949,7
5166,buttery crumbly graham cracker crust rich yet light cream cheese wow,Rachel,6,949,8
5167,whole mouth filled saliva,Rachel,3,949,9
5168,know forget,Chandler,0,949,10
5169,yeah drop downstairs tempted,Rachel,4,949,11
5170,good idea want go lunch,Chandler,4,949,12
5171,momma little bakery chicago illinois,Rachel,4,949,13
5172,one,Tag,4,950,0
5173,ahh,Rachel,6,950,1
5174,list hopefully think really fun,Tag,4,950,2
5175,scooter,Rachel,6,950,3
5176,okay,Rachel,4,950,4
5177,happy birthday grandma,Rachel,3,950,5
5178,better hill buried,Rachel,4,950,6
5179,love monica chandler,Rachel,4,950,7
5180,funny yeah,Rachel,3,950,8
5181,know grandmother married child thing,Rachel,5,950,9
5182,funny,Rachel,4,950,10
5183,scooter,Rachel,6,951,0
5184,stick list always stick list,Ross,4,951,1
5185,love thank,Rachel,3,951,2
5186,okay,Rachel,4,951,3
5187,happy birthday grandma,Rachel,3,951,4
5188,better hill buried,Rachel,4,951,5
5189,love monica chandler,Rachel,4,951,6
5190,funny yeah,Rachel,3,951,7
5191,know grandmother married child thing,Rachel,5,951,8
5192,funny,Rachel,4,951,9
5193,love thank,Rachel,3,952,0
5194,okay open next open next,Chandler,3,952,1
5195,okay,Rachel,4,952,2
5196,last birthday gave,Chandler,4,952,3
5197,okay,Rachel,4,952,4
5198,happy birthday grandma,Rachel,3,952,5
5199,better hill buried,Rachel,4,952,6
5200,love monica chandler,Rachel,4,952,7
5201,funny yeah,Rachel,3,952,8
5202,joke,Chandler,6,952,9
5203,know get funny,Rachel,3,952,10
5204,grandmother,Chandler,5,952,11
5205,know grandmother married child thing,Rachel,5,952,12
5206,funny,Rachel,4,952,13
5207,okay,Rachel,4,953,0
5208,couple get two present guy,Joey,4,953,1
5209,okay,Rachel,4,953,2
5210,happy birthday grandma,Rachel,3,953,3
5211,better hill buried,Rachel,4,953,4
5212,love monica chandler,Rachel,4,953,5
5213,funny yeah,Rachel,3,953,6
5214,know grandmother married child thing,Rachel,5,953,7
5215,funny,Rachel,4,953,8
5216,couple get two present guy,Joey,4,954,0
5217,last birthday gave,Chandler,4,954,1
5218,okay,Rachel,4,955,0
5219,happy birthday grandma,Rachel,3,955,1
5220,better hill buried,Rachel,4,955,2
5221,love monica chandler,Rachel,4,955,3
5222,funny yeah,Rachel,3,955,4
5223,know grandmother married child thing,Rachel,5,955,5
5224,funny,Rachel,4,955,6
5225,buy card,Monica,0,955,7
5226,hey joey going,Phoebe,4,956,0
5227,clear track boobie payback express next stop rachel green,Joey,4,956,1
5228,clear track boobie payback express next stop rachel green,Joey,4,957,0
5229,joey hell,Monica,1,957,1
5230,sorry wrong booby,Joey,5,957,2
5231,hello joey,Monica,4,957,3
5232,hello joey,Monica,4,958,0
5233,oh hello dear,Mr. Tribbiani,6,958,1
5234,man believe sex one woman,Joey,6,959,0
5235,think great sweet romantic,Chandler,3,959,1
5236,really,Joey,6,959,2
5237,kidding guy freak,Chandler,1,959,3
5238,kidding guy freak,Chandler,1,960,0
5239,hey buddy,Both,4,960,1
5240,hey buddy,Both,4,961,0
5241,oh attractive,Receptionist,4,961,1
5242,oh attractive,Receptionist,4,962,0
5243,oh thought great silence lamb oh come admit thing considered fun tonight,Chandler,3,962,1
5244,oh thought great silence lamb oh come admit thing considered fun tonight,Chandler,3,963,0
5245,fun fun tell specifically part fun part puck,Ross,1,963,1
5246,kid excuse uh puck,Ross,0,963,2
5247,got ta man,Chandler,4,963,3
5248,oh yeah well rubber glue whatever ca listen gim back puck,Ross,0,963,4
5249,yes gim,Ross,0,963,5
5250,give puck,Ross,0,963,6
5251,fun fun tell specifically part fun part puck,Ross,1,964,0
5252,oh kid,Joey,4,964,1
5253,kid excuse uh puck,Ross,0,964,2
5254,oh yeah well rubber glue whatever ca listen gim back puck,Ross,0,964,3
5255,yes gim,Ross,0,964,4
5256,give puck,Ross,0,964,5
5257,oh yeah well rubber glue whatever ca listen gim back puck,Ross,0,965,0
5258,yes gim,Ross,0,965,1
5259,hey hey rough holding er,Receptionist,0,965,2
5260,give puck,Ross,0,965,3
5261,oh look wish luck,Rachel,3,966,0
5262,gon na go get one job thing,Rachel,4,966,2
5263,oh told stripper five good right,Phoebe,4,967,0
5264,ordered stripper shower totally inappropriate,Monica,0,967,1
5265,gon na dressed baby oh hi green,Phoebe,6,967,2
5266,hi,Monica,3,967,3
5267,glad could make,Phoebe,3,967,4
5268,yes thank much sorry could feel worse,Monica,3,967,5
5269,still mad,Monica,4,967,6
5270,yeah know great one le person make small talk,Phoebe,3,967,7
5271,phoebe sandra mad bother,Monica,6,967,8
5272,yes thank much sorry could feel worse,Monica,3,968,0
5273,try little girl,Mrs. Green,3,968,1
5274,still mad,Monica,4,968,2
5275,oh really okay,Rachel,4,969,0
5276,julie cervix dilated seven centimeter four finger doctor let feel,Marc,3,969,1
5277,think,Rachel,1,970,0
5278,gon na,Ross,1,970,1
5279,uh yes thank,Ross,3,970,2
5280,oh oh wait,Rachel,4,970,3
5281,later,Ross,4,970,4
5282,gon na,Ross,1,971,0
5283,well like feel rachel feel mine compare,Julie,4,971,1
5284,well like feel rachel feel mine compare,Julie,4,972,0
5285,interrupting,Mrs. Geller,4,972,1
5286,interrupting,Mrs. Geller,4,973,0
5287,uh yes thank,Ross,3,973,1
5288,oh uh sorry,Ross,4,974,0
5289,ross ross ross child father,Rachel,2,974,1
5290,try feeding,Monica,4,975,0
5291,already fed,Rachel,4,975,1
5292,know said,Monica,0,975,2
5293,know said,Monica,0,976,0
5294,alright guy turn okay want,Phoebe,2,976,1
5295,alright guy turn okay want,Phoebe,2,977,0
5296,hey,Chandler,4,977,1
5297,phoebe rachel monica wonder could possibly need short notice oh,Monica,3,978,0
5298,oh monica sorry,Rachel,5,978,1
5299,well first forgetting throw bridal shower,Rachel,5,978,3
5300,ugh,Rachel,5,978,4
5301,well wait minute true,Monica,5,978,5
5302,really sweet,Monica,3,978,6
5303,kinda work best,Monica,3,978,7
5304,mean,Rachel,6,978,8
5305,well get spend shower people really love,Monica,3,978,9
5306,mean get present without talk people even like,Monica,3,978,10
5307,surprise,Rachel,5,978,11
5308,well first forgetting throw bridal shower,Rachel,5,979,0
5309,forgetting invite,Phoebe,4,979,1
5310,well called everyone phone book bunch people came took u long get leave,Phoebe,4,979,2
5311,yeah wanted throw big surprise great shower either,Rachel,5,979,3
5312,ruined everything,Phoebe,5,979,4
5313,ugh,Rachel,5,979,5
5314,forgetting invite,Phoebe,4,980,0
5315,already,Monica,6,980,1
5316,well called everyone phone book bunch people came took u long get leave,Phoebe,4,980,2
5317,well wait minute true,Monica,5,980,3
5318,really sweet,Monica,3,980,4
5319,kinda work best,Monica,3,980,5
5320,well get spend shower people really love,Monica,3,980,6
5321,mean get present without talk people even like,Monica,3,980,7
5322,surprise,Rachel,5,981,0
5323,surprise,Joey,3,981,1
5324,monica,Rachel,4,981,2
5325,ca believe raining oh unfair,Monica,0,982,0
5326,well bright side wo see paleontologist shirt,Phoebe,4,982,1
5327,guy,Phoebe,4,982,2
5328,got going,Phoebe,3,982,3
5329,gon na today,Monica,4,982,4
5330,phoebe,Monica,6,982,5
5331,clunked head together,Monica,4,982,7
5332,gon na today,Monica,4,983,0
5333,game room downstairs ping pong stuff,Mike,4,983,1
5334,ping pong honey ping pong let play,Monica,6,983,2
5335,ping pong honey ping pong let play,Monica,6,984,0
5336,think,Chandler,3,984,1
5337,know competitive get well say cute others disagree lying,Chandler,4,984,3
5338,always bad,Monica,4,984,4
5339,oh,Chandler,4,984,5
5340,punched,Monica,6,984,6
5341,phoebe,Monica,6,984,8
5342,sorry ah scared,Ross,5,985,0
5343,oh okay way checking shower massager,Monica,4,985,1
5344,yeah,Ross,4,985,2
5345,yeah,Ross,4,986,0
5346,hey,Phoebe,6,986,1
5347,oh oh god happened,Phoebe,6,986,2
5348,well believe originated aroma room,Ross,4,986,3
5349,right everyone get okay,Phoebe,2,986,4
5350,ohh,Phoebe,6,986,5
5351,phoebe look want see,Ross,2,986,6
5352,ohh foster puppet,Phoebe,5,986,7
5353,hey,Phoebe,6,987,0
5354,tried reach work fire,Monica,5,987,1
5355,oh oh god happened,Phoebe,6,987,2
5356,right everyone get okay,Phoebe,2,987,3
5357,well giraffe okay pirate,Monica,4,987,4
5358,ohh,Phoebe,6,987,5
5359,hey long pete fight,Ross,4,988,0
5360,oh five minute right interviewing opponent apparently train going iran pulling arm thief,Monica,4,988,1
5361,hot dog,Ross,4,988,2
5362,four please really nervous thank,Monica,2,988,3
5363,four please really nervous thank,Monica,2,989,0
5364,ross umm go bonnie,Phoebe,4,989,1
5365,ross umm go bonnie,Phoebe,4,990,0
5366,got ta tell expecting like mean actually expecting like anyone right really terrific,Ross,3,990,1
5367,ohh bad,Phoebe,5,990,2
5368,saying liked,Ross,3,990,3
5369,yeah fish sea,Phoebe,4,990,4
5370,pheebs think great okay going,Ross,3,990,5
5371,okay hear capable talking thing else,Phoebe,1,990,6
5372,okay hear capable talking thing else,Phoebe,1,991,0
5373,hey one turkey burger,Chandler,4,991,1
5374,nine time,Chandler,0,991,2
5375,okay put lotion,Chandler,4,991,3
5376,gon na okay tomorrow conducting experiment go planned butt smack free,Chandler,4,991,4
5377,hey one turkey burger,Chandler,4,992,0
5378,ahh one next foot sorry,Ross,4,992,1
5379,okay right ah bos try slap today,Ross,4,992,2
5380,nine time,Chandler,0,992,3
5381,okay put lotion,Chandler,4,992,4
5382,gon na okay tomorrow conducting experiment go planned butt smack free,Chandler,4,992,5
5383,ahh one next foot sorry,Ross,4,993,0
5384,hey fight starting,Joey,3,993,1
5385,okay right ah bos try slap today,Ross,4,993,2
5386,nine time,Chandler,0,994,0
5387,okay put lotion,Chandler,4,994,1
5388,gon na okay tomorrow conducting experiment go planned butt smack free,Chandler,4,994,2
5389,fight,Joey,4,994,3
5390,okay okay come look look like guy want get married,Chandler,4,995,0
5391,yeah also little like french guy never noticed,Joey,6,995,1
5392,oh hanging talkin uh website,Chandler,4,995,2
5393,yeah saw really interesting website marriage totally unnecessary way government keep tab,Chandler,4,995,3
5394,yeah big brother,Joey,4,995,4
5395,yeah also little like french guy never noticed,Joey,6,996,0
5396,hi guy,Monica,3,996,1
5397,hey,Joey,4,996,2
5398,yeah big brother,Joey,4,996,4
5399,well little crazy although know glad hear branching look internet,Monica,4,996,5
5400,okay well good know,Monica,5,996,6
5401,bowmont,Joey,3,996,7
5402,oh hanging talkin uh website,Chandler,4,997,1
5403,yeah saw really interesting website marriage totally unnecessary way government keep tab,Chandler,4,997,2
5404,well little crazy although know glad hear branching look internet,Monica,4,997,3
5405,yeah know got thinking though would anybody ever want get married huh,Chandler,4,997,4
5406,celebrate relationship solidify commitment declare love one another world,Monica,0,997,5
5407,eh,Chandler,4,997,6
5408,okay well good know,Monica,5,997,7
5409,oh great friend joey movie business,Chandler,3,998,0
5410,know ran school howie,Dana,4,998,1
5411,friend name joey,Chandler,4,998,2
5412,apparently howie editing,Dana,4,998,3
5413,yeah call asks edit new movie,Dana,0,998,4
5414,believe,Dana,6,998,5
5415,know spoken like ten year asks favor,Dana,6,998,6
5416,yeah always hated howie,Chandler,1,998,7
5417,man mean even cup coffee first,Dana,1,998,8
5418,nerve huh,Chandler,1,998,9
5419,yeah,Dana,1,998,10
5420,refill,Chandler,4,998,11
5421,hey,Ross,3,999,0
5422,good good long time see,Tag,3,999,1
5423,like sweater,Tag,4,999,2
5424,oh hey right back ya,Ross,4,999,3
5425,oh crazy rachel huh,Tag,6,999,4
5426,yeah well one crazy lady,Ross,6,999,5
5427,whose,Tag,4,999,6
5428,umm italian guy come read label see later,Ross,4,999,7
5429,okay,Tag,4,999,8
5430,weird,Ross,0,999,9
5431,wan na fool around joey,Monica,6,1000,0
5432,yeah,Rachel,3,1000,1
5433,know ever since dream ca get head,Rachel,3,1000,2
5434,big deal people time,Rachel,6,1000,3
5435,know friend fool around,Monica,6,1000,4
5436,ok top head janet,Rachel,4,1000,5
5437,know work,Rachel,4,1000,7
5438,one,Rachel,4,1000,9
5439,one,Monica,4,1000,10
5440,know name said,Rachel,4,1000,11
5441,rachel thing get incredibly complicated,Monica,0,1000,12
5442,right right right,Rachel,5,1000,13
5443,hell cooking,Monica,6,1000,14
5444,oh god get back,Phoebe,6,1001,0
5445,fire alarm oh hi officer fireman help,Phoebe,6,1001,1
5446,found fire alarm trash chute,The Fireman,0,1001,2
5447,mine,Phoebe,4,1001,3
5448,yes,The Fireman,4,1001,4
5449,know,Phoebe,2,1001,5
5450,next time want dump fire alarm trash chute wrap blanket say property phoebe buffay monica,The Fireman,1,1001,6
5451,okay okay search warrant last time checked still america,Phoebe,0,1001,7
5452,please reattach law disconnect,The Fireman,4,1001,8
5453,fine please god tell stop going,Phoebe,0,1001,9
5454,reset button plastic cover,The Fireman,4,1001,10
5455,reset button,Phoebe,6,1001,11
5456,god,Phoebe,6,1001,12
5457,see,Phoebe,6,1001,13
5458,reset button reset button reset button,Phoebe,4,1001,14
5459,oh,Phoebe,3,1001,15
5460,oh,Phoebe,6,1001,16
5461,ohh god,Phoebe,3,1001,17
5462,four letter circle hoop,Ross,4,1002,0
5463,ring dammit ring,Chandler,0,1002,1
5464,thanks,Ross,4,1002,2
5465,thanks,Ross,4,1003,0
5466,hey know phone working,Joey,6,1003,1
5467,hey listen went across street talked got peeper name use phone,Joey,0,1003,2
5468,nngghhh,Joey,0,1003,3
5469,use phone yeah number sidney mark please,Joey,4,1003,4
5470,heating device,Ross,4,1003,5
5471,hey know phone working,Joey,6,1004,0
5472,tried call coffee shop answer,Joey,4,1004,2
5473,turned mother god turned,Chandler,0,1004,3
5474,hey listen went across street talked got peeper name use phone,Joey,0,1004,4
5475,nngghhh,Joey,0,1004,5
5476,use phone yeah number sidney mark please,Joey,4,1004,6
5477,turned mother god turned,Chandler,0,1005,0
5478,like told pointing irony,Monica,4,1005,1
5479,like told pointing irony,Monica,4,1006,0
5480,hey listen went across street talked got peeper name use phone,Joey,0,1006,1
5481,nngghhh,Joey,0,1006,2
5482,use phone yeah number sidney mark please,Joey,4,1006,3
5483,heating device,Ross,4,1007,0
5484,radiator,Phoebe,4,1007,1
5485,five letter,Ross,4,1007,2
5486,rdtor,Phoebe,4,1007,3
5487,hey listen went across street talked got peeper name use phone,Joey,0,1008,0
5488,nngghhh,Joey,0,1008,1
5489,use phone yeah number sidney mark please,Joey,4,1008,2
5490,rdtor,Phoebe,4,1008,3
5491,yeah sidney oh sidney woman,Joey,6,1008,4
5492,well wait turn,Receptionist,4,1009,0
5493,well long think,Joey,4,1009,1
5494,minute,Receptionist,4,1009,2
5495,hey,Chandler,4,1010,0
5496,hey good mail,Joey,4,1010,1
5497,yes got something screen actor guild,Chandler,4,1010,2
5498,ooh probably residual check hey open,Joey,4,1010,3
5499,benefit lapsed,Chandler,4,1010,4
5500,hmm weird remember move called benefit lapsed,Joey,4,1010,5
5501,okay check saying health insurance expired work enough last year,Chandler,4,1010,6
5502,let see,Joey,6,1010,7
5503,right,Chandler,4,1010,8
5504,oh believe,Joey,6,1010,9
5505,suck,Joey,0,1010,10
5506,insurance could get hit bus catch fire know,Joey,2,1010,11
5507,matter,Joey,0,1010,12
5508,got ta careful,Joey,0,1010,13
5509,sorry man never good time stop catching fire,Chandler,5,1010,14
5510,right well guess got ta go get job gon na go see agent,Joey,5,1010,15
5511,okay make sure look way cross street,Chandler,4,1010,16
5512,look way cross street,Joey,3,1010,17
5513,know beautiful amazing,Chandler,3,1011,0
5514,kiss phoebe rachel every time left room mean bad see u sex,Chandler,4,1011,1
5515,know anything woman,Monica,4,1011,2
5516,right,Monica,4,1011,4
5517,okay,Chandler,4,1011,5
5518,remember went central park rented boat fun,Rachel,3,1012,0
5519,yeah could row like viking,Ross,3,1012,1
5520,yeah could row like viking,Ross,3,1013,0
5521,hi,Monica,4,1013,1
5522,hi,Monica,4,1014,0
5523,mmm,All,4,1014,1
5524,mmm,All,4,1015,0
5525,go,Ross,4,1015,1
5526,mention u,Phoebe,4,1016,0
5527,said really gon na miss guy,Monica,5,1016,1
5528,said really gon na miss guy,Monica,5,1017,0
5529,rough day huh,Ross,5,1017,1
5530,love,Monica,3,1018,0
5531,hand still wet,Ross,4,1018,1
5532,hand still wet,Ross,4,1019,0
5533,uh moist yeah,Joey,4,1019,1
5534,uh moist yeah,Joey,4,1020,0
5535,let dry,Rachel,4,1020,1
5536,oh god oh god,Rachel,5,1021,0
5537,still cry,Monica,6,1021,1
5538,like,Rachel,4,1021,2
5539,know know two surefire way shut man one sex,Monica,4,1021,3
5540,one,Rachel,4,1021,4
5541,know never use one,Monica,4,1021,5
5542,saying know sex gon na talking,Monica,4,1021,6
5543,oh right,Rachel,3,1021,7
5544,talker,Rachel,4,1021,8
5545,anyway uh great idea,Rachel,3,1021,9
5546,umm got ta go store told would buy tissue,Rachel,4,1021,10
5547,oh,Monica,4,1021,11
